year,mean_r
1969,0.449632
1970,0.444655
1971,0.442298
1972,0.470788
1973,0.491633
1974,0.460471
1975,0.417947
1976,0.383408
1977,0.434236
1978,0.442945
1979,0.430643
1980,0.471933
1981,0.426785
1982,0.470763
1983,0.483556
1984,0.439102
1985,0.413886
1986,0.409536
1987,0.417502
1988,0.508764
1989,0.522910
1990,0.528334
1991,0.498661
1992,0.498552
1993,0.568953
1994,0.577888
1995,0.662027
1996,0.652638
1997,0.626069
1998,0.686269
1999,0.711236
2000,0.719198
2001,0.726004
2002,0.707621
2003,0.698467
2004,0.682261
2005,0.658627
2006,0.650388
2007,0.638441
2008,0.560696
2009,0.502278
2010,0.518303
2011,0.502559
2012,0.499827
2013,0.522290
2014,0.510734
2015,0.558662
2016,0.563377
2017,0.569072
2018,0.558898
2019,0.531713
2020,0.531499
