year,mean_r
1969,0.502662
1970,0.478614
1971,0.481347
1972,0.483669
1973,0.516091
1974,0.497254
1975,0.545447
1976,0.525525
1977,0.558726
1978,0.555257
1979,0.545350
1980,0.553844
1981,0.578199
1982,0.575147
1983,0.560466
1984,0.538808
1985,0.544283
1986,0.550136
1987,0.554220
1988,0.572143
1989,0.575801
1990,0.588449
1991,0.574826
1992,0.592819
1993,0.590239
1994,0.594566
1995,0.586427
1996,0.587245
1997,0.578678
1998,0.593620
1999,0.587552
2000,0.590878
2001,0.579292
2002,0.552646
2003,0.528041
2004,0.541171
2005,0.548916
2006,0.535776
2007,0.546423
2008,0.491589
2009,0.471582
2010,0.460552
2011,0.463766
2012,0.452828
2013,0.462297
2014,0.475577
2015,0.483022
2016,0.480227
2017,0.488575
2018,0.460944
2019,0.458187
2020,0.415989
