year,mean_r
1969,0.246566
1970,0.247059
1971,0.231310
1972,0.230666
1973,0.265508
1974,0.262684
1975,0.275118
1976,0.241746
1977,0.253308
1978,0.274649
1979,0.280127
1980,0.321219
1981,0.282285
1982,0.283849
1983,0.282674
1984,0.227588
1985,0.192595
1986,0.204846
1987,0.251532
1988,0.260181
1989,0.264323
1990,0.266790
1991,0.225424
1992,0.249972
1993,0.283585
1994,0.295584
1995,0.316309
1996,0.300936
1997,0.283212
1998,0.317075
1999,0.407533
2000,0.438257
2001,0.462789
2002,0.472084
2003,0.476106
2004,0.497226
2005,0.507297
2006,0.516686
2007,0.521288
2008,0.505840
2009,0.494526
2010,0.491149
2011,0.483690
2012,0.428384
2013,0.430752
2014,0.416936
2015,0.404166
2016,0.392784
2017,0.325635
2018,0.326397
2019,0.305231
2020,0.319248
