year,mean_r
1969,0.543447
1970,0.543253
1971,0.518907
1972,0.521844
1973,0.541670
1974,0.517808
1975,0.543280
1976,0.546380
1977,0.538231
1978,0.553055
1979,0.570690
1980,0.578870
1981,0.548184
1982,0.552592
1983,0.576774
1984,0.576304
1985,0.598824
1986,0.611895
1987,0.639059
1988,0.640500
1989,0.643288
1990,0.649070
1991,0.642099
1992,0.654298
1993,0.653281
1994,0.647082
1995,0.655550
1996,0.650243
1997,0.637214
1998,0.651641
1999,0.651864
2000,0.639691
2001,0.648832
2002,0.681783
2003,0.676710
2004,0.676042
2005,0.650327
2006,0.648924
2007,0.637326
2008,0.641898
2009,0.625316
2010,0.619287
2011,0.626138
2012,0.595141
2013,0.605801
2014,0.630418
2015,0.656771
2016,0.650429
2017,0.655221
2018,0.625919
2019,0.623121
2020,0.623098
