year,mean_r
1970,0.196346
1971,0.174917
1972,0.177058
1973,0.164706
1974,0.163885
1975,0.175719
1976,0.162315
1977,0.159011
1978,0.154493
1979,0.157823
1980,0.115836
1981,0.122490
1982,0.123161
1983,0.094116
1984,0.093865
1985,0.077982
1986,0.064927
1987,0.026848
1988,0.023403
1989,-0.004587
1990,0.019303
1991,0.038997
1992,0.073276
1993,0.099181
1994,0.117976
1995,0.117682
1996,0.121751
1997,0.115875
1998,0.135769
1999,0.156219
2000,0.199406
2001,0.209386
2002,0.191387
2003,0.193606
2004,0.202057
2005,0.239098
2006,0.241873
2007,0.274383
2008,0.281022
2009,0.275830
2010,0.264192
2011,0.247083
2012,0.253527
2013,0.274919
2014,0.288749
2015,0.304014
2016,0.336724
2017,0.310746
2018,0.295292
2019,0.231929
2020,0.220444
