year,mean_r
1970,0.420150
1971,0.408556
1972,0.412780
1973,0.414047
1974,0.421600
1975,0.403918
1976,0.373663
1977,0.359407
1978,0.369604
1979,0.366364
1980,0.365951
1981,0.371165
1982,0.367081
1983,0.365352
1984,0.360748
1985,0.356423
1986,0.353560
1987,0.360010
1988,0.392900
1989,0.388964
1990,0.394232
1991,0.407122
1992,0.413768
1993,0.445967
1994,0.438352
1995,0.437667
1996,0.434104
1997,0.436635
1998,0.455083
1999,0.471985
2000,0.481371
2001,0.476262
2002,0.485700
2003,0.482905
2004,0.488808
2005,0.498477
2006,0.496018
2007,0.505555
2008,0.485701
2009,0.477452
2010,0.483547
2011,0.488761
2012,0.488677
2013,0.468776
2014,0.475694
2015,0.477291
2016,0.491855
2017,0.484643
2018,0.466139
2019,0.442892
2020,0.431934
