year,mean_r
1969,0.298159
1970,0.275809
1971,0.313009
1972,0.320359
1973,0.259218
1974,0.198471
1975,0.217310
1976,0.200898
1977,0.246751
1978,0.247762
1979,0.273217
1980,0.256313
1981,0.287583
1982,0.286156
1983,0.418089
1984,0.422296
1985,0.384455
1986,0.392518
1987,0.399106
1988,0.468411
1989,0.423206
1990,0.452203
1991,0.414037
1992,0.411679
1993,0.428494
1994,0.415410
1995,0.420466
1996,0.402582
1997,0.391527
1998,0.377244
1999,0.385450
2000,0.391229
2001,0.408696
2002,0.402776
2003,0.404006
2004,0.420147
2005,0.451214
2006,0.449622
2007,0.457323
2008,0.408008
2009,0.465197
2010,0.509299
2011,0.569737
2012,0.540238
2013,0.498695
2014,0.485532
2015,0.462611
2016,0.391271
2017,0.330182
2018,0.269065
2019,0.218865
2020,0.209397
