year,mean_r
1969,0.318206
1970,0.307033
1971,0.316680
1972,0.350373
1973,0.335884
1974,0.331962
1975,0.360606
1976,0.378084
1977,0.369220
1978,0.399679
1979,0.386080
1980,0.348586
1981,0.333671
1982,0.320977
1983,0.331258
1984,0.362350
1985,0.351549
1986,0.346829
1987,0.325569
1988,0.327212
1989,0.347053
1990,0.368935
1991,0.382331
1992,0.374440
1993,0.397610
1994,0.416371
1995,0.394611
1996,0.424759
1997,0.425026
1998,0.445239
1999,0.467671
2000,0.496239
2001,0.490802
2002,0.525391
2003,0.530064
2004,0.539632
2005,0.544400
2006,0.548382
2007,0.559743
2008,0.542431
2009,0.506770
2010,0.490723
2011,0.496548
2012,0.494128
2013,0.493934
2014,0.478093
2015,0.485659
2016,0.479056
2017,0.483689
2018,0.473169
2019,0.458582
2020,0.405147
