year,mean_r
1969,0.292142
1970,0.295410
1971,0.319870
1972,0.326487
1973,0.259090
1974,0.276393
1975,0.313828
1976,0.301657
1977,0.208199
1978,0.264175
1979,0.264536
1980,0.265947
1981,0.300899
1982,0.337974
1983,0.402363
1984,0.355381
1985,0.311888
1986,0.307971
1987,0.333119
1988,0.365148
1989,0.308081
1990,0.347678
1991,0.363793
1992,0.334353
1993,0.403322
1994,0.401978
1995,0.388321
1996,0.370046
1997,0.486631
1998,0.531455
1999,0.559065
2000,0.565038
2001,0.545346
2002,0.557274
2003,0.548972
2004,0.568105
2005,0.587958
2006,0.572720
2007,0.546097
2008,0.525320
2009,0.544379
2010,0.550377
2011,0.546720
2012,0.544802
2013,0.533544
2014,0.505100
2015,0.511513
2016,0.491284
2017,0.493977
2018,0.477896
2019,0.468944
2020,0.478976
