year,mean_r
1969,0.308044
1970,0.318638
1971,0.348731
1972,0.358828
1973,0.335788
1974,0.309557
1975,0.344469
1976,0.344840
1977,0.317689
1978,0.346521
1979,0.364374
1980,0.378921
1981,0.409910
1982,0.421265
1983,0.496486
1984,0.474126
1985,0.458002
1986,0.472487
1987,0.491786
1988,0.530719
1989,0.503720
1990,0.522700
1991,0.517405
1992,0.495566
1993,0.462518
1994,0.469278
1995,0.428826
1996,0.406107
1997,0.411986
1998,0.413382
1999,0.425685
2000,0.423255
2001,0.446851
2002,0.460242
2003,0.442692
2004,0.478074
2005,0.513639
2006,0.513211
2007,0.533043
2008,0.541494
2009,0.574808
2010,0.589184
2011,0.591033
2012,0.547857
2013,0.535530
2014,0.527733
2015,0.541659
2016,0.527490
2017,0.527911
2018,0.528765
2019,0.516691
2020,0.510903
