year,mean_r
1969,0.312564
1970,0.281858
1971,0.297852
1972,0.286215
1973,0.291285
1974,0.266683
1975,0.279963
1976,0.364496
1977,0.375673
1978,0.379597
1979,0.375602
1980,0.367970
1981,0.376596
1982,0.374421
1983,0.363183
1984,0.345300
1985,0.331646
1986,0.358591
1987,0.365740
1988,0.387942
1989,0.410567
1990,0.409770
1991,0.413266
1992,0.420833
1993,0.441625
1994,0.440158
1995,0.422739
1996,0.356735
1997,0.376464
1998,0.379312
1999,0.414559
2000,0.425333
2001,0.448360
2002,0.493006
2003,0.482246
2004,0.481324
2005,0.477530
2006,0.454273
2007,0.491502
2008,0.486174
2009,0.472689
2010,0.481038
2011,0.466273
2012,0.470408
2013,0.457207
2014,0.470127
2015,0.472432
2016,0.416870
2017,0.441226
2018,0.427527
2019,0.424965
2020,0.402394
