year,mean_r
1970,0.469229
1971,0.445149
1972,0.446332
1973,0.428137
1974,0.405414
1975,0.403456
1976,0.424471
1977,0.458870
1978,0.482732
1979,0.472206
1980,0.471145
1981,0.471557
1982,0.486776
1983,0.469169
1984,0.470697
1985,0.478943
1986,0.475832
1987,0.478426
1988,0.504551
1989,0.550492
1990,0.562592
1991,0.575947
1992,0.575830
1993,0.598829
1994,0.607406
1995,0.611391
1996,0.618115
1997,0.599265
1998,0.597912
1999,0.618780
2000,0.623427
2001,0.627140
2002,0.589224
2003,0.574552
2004,0.554707
2005,0.547778
2006,0.561210
2007,0.566765
2008,0.552741
2009,0.490942
2010,0.469113
2011,0.465549
2012,0.445399
2013,0.450415
2014,0.459553
2015,0.443738
2016,0.433947
2017,0.429494
2018,0.419937
2019,0.387257
2020,0.318149
