year,mean_r
1970,0.227164
1971,0.228137
1972,0.234494
1973,0.209580
1974,0.210075
1975,0.221576
1976,0.266548
1977,0.268762
1978,0.278227
1979,0.282297
1980,0.276459
1981,0.278712
1982,0.271067
1983,0.277459
1984,0.305887
1985,0.315442
1986,0.316718
1987,0.341556
1988,0.365044
1989,0.343146
1990,0.334497
1991,0.332357
1992,0.357167
1993,0.392518
1994,0.396864
1995,0.382797
1996,0.364862
1997,0.378731
1998,0.365502
1999,0.368110
2000,0.393037
2001,0.397344
2002,0.416922
2003,0.429067
2004,0.434654
2005,0.438396
2006,0.455075
2007,0.466318
2008,0.444769
2009,0.458280
2010,0.465483
2011,0.455666
2012,0.442719
2013,0.426233
2014,0.433870
2015,0.435545
2016,0.429065
2017,0.411326
2018,0.419086
2019,0.416143
2020,0.409969
