year,mean_r
1969,0.115077
1970,0.150552
1971,0.150215
1972,0.156990
1973,0.210504
1974,0.223854
1975,0.210383
1976,0.192503
1977,0.200216
1978,0.200984
1979,0.206390
1980,0.194789
1981,0.185168
1982,0.170874
1983,0.148300
1984,0.146242
1985,0.151775
1986,0.135362
1987,0.121061
1988,0.113748
1989,0.135002
1990,0.138028
1991,0.136396
1992,0.169319
1993,0.129632
1994,0.119775
1995,0.132307
1996,0.082502
1997,0.068742
1998,0.057791
1999,0.083691
2000,0.098183
2001,0.108021
2002,0.104153
2003,0.105336
2004,0.118177
2005,0.121551
2006,0.143030
2007,0.116003
2008,0.112862
2009,0.086553
2010,0.072217
2011,0.043317
2012,0.026375
2013,0.022185
2014,0.014447
2015,0.043449
2016,0.041316
2017,0.008144
2018,0.031997
2019,0.002978
2020,0.036202
