year,mean_r
1969,0.296185
1970,0.276957
1971,0.276439
1972,0.270440
1973,0.279622
1974,0.262855
1975,0.255519
1976,0.220136
1977,0.227219
1978,0.228708
1979,0.236176
1980,0.240661
1981,0.224730
1982,0.227038
1983,0.224206
1984,0.212904
1985,0.212633
1986,0.233432
1987,0.248494
1988,0.263746
1989,0.282753
1990,0.305655
1991,0.290528
1992,0.321457
1993,0.311994
1994,0.305244
1995,0.321563
1996,0.307812
1997,0.298160
1998,0.322537
1999,0.353746
2000,0.346939
2001,0.351736
2002,0.361135
2003,0.342169
2004,0.349569
2005,0.356725
2006,0.370610
2007,0.350837
2008,0.327481
2009,0.314691
2010,0.308705
2011,0.294304
2012,0.256390
2013,0.251705
2014,0.257335
2015,0.288029
2016,0.293595
2017,0.265523
2018,0.238235
2019,0.231381
2020,0.237645
