year,mean_r
1969,0.585865
1970,0.589411
1971,0.577941
1972,0.580818
1973,0.596991
1974,0.575832
1975,0.570910
1976,0.551889
1977,0.547530
1978,0.559348
1979,0.583786
1980,0.596626
1981,0.567984
1982,0.564740
1983,0.592977
1984,0.595993
1985,0.615691
1986,0.623028
1987,0.641701
1988,0.638332
1989,0.641915
1990,0.653111
1991,0.644550
1992,0.647591
1993,0.639341
1994,0.633874
1995,0.609505
1996,0.611005
1997,0.593192
1998,0.600186
1999,0.602579
2000,0.582169
2001,0.589377
2002,0.632383
2003,0.617398
2004,0.605013
2005,0.593892
2006,0.599459
2007,0.577127
2008,0.583608
2009,0.557577
2010,0.555274
2011,0.551891
2012,0.516579
2013,0.517166
2014,0.537890
2015,0.582581
2016,0.575084
2017,0.584883
2018,0.555991
2019,0.537993
2020,0.538285
