name,latitude,longitude,elevation,elevation2,species,number,Gymnosperm/Angiosperm,Needle/broad
oh024,40.819532,-82.029782,310,,QUAL,221,Angiosperm,Broad
oh025,40.680632,-82.065495,290,,QUAL,318,Angiosperm,Broad
oh026,40.810863,-81.935627,330,,QUAL,304,Angiosperm,Broad
oh027,40.659604,-81.817718,335,,QUAL,309,Angiosperm,Broad
oh028,40.829343,-81.942201,355,,QUAL,200,Angiosperm,Broad
ok,34.45,-97.03,274,,QUST,270,Angiosperm,Broad
ok001,36.68,-94.73,275,,QUST,283,Angiosperm,Broad
ok004,36.7,-96.38,260,,QUST,246,Angiosperm,Broad
ok007,36.2,-96.22,275,,QUST,296,Angiosperm,Broad
ok010,35.85,-98.55,500,,QUST,209,Angiosperm,Broad
ok013,35.58,-98.38,455,,QUST,283,Angiosperm,Broad
ok016,35.1,-95.63,210,,QUST,236,Angiosperm,Broad
ok019,34.3,-94.65,260,,QUST,283,Angiosperm,Broad
ok022,32.42,-96.98,280,,QUST,296,Angiosperm,Broad
ok025,34.1,-97.67,260,,QUST,296,Angiosperm,Broad
ok028,34.68,-98.63,425,,QUST,281,Angiosperm,Broad
ok031,34.3,-94.65,260,,PIEC,283,Gymnosperm,Needle
ok032,34.72,-98.7,494,,QUST,293,Angiosperm,Broad
ok033,35.27,-97.23,355,,QUST,228,Angiosperm,Broad
ok034,36.03,-94.83,370,,PIEC,307,Gymnosperm,Needle
ok035,35.63,-96.03,235,,QUST,309,Angiosperm,Broad
ok036,34.75,-94.8833,317,,PIEC,41,Gymnosperm,Needle
ok037,34.6333,-94.5333,334,,PIEC,67,Gymnosperm,Needle
ok038,35.4167,-95.7833,249,,PIEC,228,Gymnosperm,Needle
ok039,34.0333,-94.5667,121,,PITA,28,Gymnosperm,Needle
ok040,35.5333,-95.9167,188,,QUSH,131,Angiosperm,Broad
ok041,35.5333,-95.9167,186,,QUPA,75,Angiosperm,Broad
ok042,35.5,-96,196,,QUPA,64,Angiosperm,Broad
ok043,33.83,-94.59,132,,PIEC,141,Gymnosperm,Needle
ok044,35.6227,-97.3846,323,,QUST,190,Angiosperm,Broad
ok045,36.185,-96.247,283,,JUVI,306,Gymnosperm,Needle
ok046,35.411,-95.803,230,,JUVI,308,Gymnosperm,Needle
ok047,34.68,-98.63,425,,QUST,306,Angiosperm,Broad
ok048,35.493,-99.052,466,,QUMA,148,Angiosperm,Broad
ok049,34.295161,-94.654183,250,,PIEC,277,Gymnosperm,Needle
ok050,35.407778,-95.805556,235,,QUST,325,Angiosperm,Broad
or001,45.15,-120.12,1224,,PIPO,276,Gymnosperm,Needle
or002,42.1,-120.57,1829,,PIPO,265,Gymnosperm,Needle
or004,45.15,-117.62,1433,,PIPO,265,Gymnosperm,Needle
or005,44.27,-119.88,1311,,PIPO,266,Gymnosperm,Needle
or006,44.9,-118.93,1366,,JUOC,283,Gymnosperm,Needle
or009,43.98,-118.8,1464,,JUOC,283,Gymnosperm,Needle
or012,43.97,-121.07,1146,,JUOC,283,Gymnosperm,Needle
or015,43.58,-120.45,1494,,JUOC,283,Gymnosperm,Needle
or018,43.13,-119.87,1596,,JUOC,283,Gymnosperm,Needle
or021,42.67,-118.92,1656,,JUOC,283,Gymnosperm,Needle
or026,42.92,-122.5,1448,,PSME,282,Gymnosperm,Needle
or027,42.27,-122.08,1650,,PIPO,282,Gymnosperm,Needle
or029,45.97,-117.68,1317,,PIPO,292,Gymnosperm,Needle
or030,45.97,-117.72,1231,,PIPO,292,Gymnosperm,Needle
or031,45.47,-118.2,0,,PIPO,291,Gymnosperm,Needle
or032,45.12,-117.02,0,,PIPO,291,Gymnosperm,Needle
or033,45.28,-118.57,0,,PIPO,291,Gymnosperm,Needle
or034,45.55,-118.48,1169,,PIPO,230,Gymnosperm,Needle
or035,45.83,-117.8,1372,,PIPO,291,Gymnosperm,Needle
or037,45.68,-117.47,1354,,PIPO,231,Gymnosperm,Needle
or038,45.78,-117.92,1206,,PIPO,291,Gymnosperm,Needle
or039,45,-117.07,1600,,PIPO,292,Gymnosperm,Needle
or040,45.77,-117.97,1200,,PIPO,292,Gymnosperm,Needle
or041,45.82,-117.67,738,,PIPO,278,Gymnosperm,Needle
or042,42.97,-122.17,2200,,TSME,284,Gymnosperm,Needle
or043,45.32,-121.65,1300,,PSME,284,Gymnosperm,Needle
or044,42.07,-122.72,1860,,ABMA,245,Gymnosperm,Needle
or045,45.33,-121.68,1600,,TSME,278,Gymnosperm,Needle
or046,43.75,-121.65,1320,,PIPO,296,Gymnosperm,Needle
or047,43.73,-121.65,1320,,PIPO,292,Gymnosperm,Needle
or048,43.7,-121.62,1460,,PIPO,294,Gymnosperm,Needle
or049,43.72,-121.6,1530,,PIPO,294,Gymnosperm,Needle
or050,43.62,-121.3,1550,,PIPO,249,Gymnosperm,Needle
or051,43.47,-121.4,1420,,PIPO,296,Gymnosperm,Needle
or052,43.32,-121.75,1420,,PIPO,296,Gymnosperm,Needle
or053,43.23,-121.65,1670,,PIPO,296,Gymnosperm,Needle
or054,43.08,-121.95,1510,,PIPO,296,Gymnosperm,Needle
or055,42.92,-121.53,1490,,PIPO,296,Gymnosperm,Needle
or056,42.93,-121.62,1550,,PIPO,296,Gymnosperm,Needle
or057,42.75,-121.52,1550,,PIPO,296,Gymnosperm,Needle
or058,42.78,-122.07,1370,,PIPO,291,Gymnosperm,Needle
or059,42.63,-121.53,2020,,PIPO,296,Gymnosperm,Needle
or060,43.58,-120.45,1494,,JUOC,297,Gymnosperm,Needle
or061,43.97,-121.07,1146,,JUOC,297,Gymnosperm,Needle
or062,43.18,-120.9,1418,,JUOC,297,Gymnosperm,Needle
or063,42.67,-118.92,1656,,JUOC,299,Gymnosperm,Needle
or064,45.33,-121.67,1585,,TSME,269,Gymnosperm,Needle
or065,45.33,-121.67,1790,,TSME,293,Gymnosperm,Needle
or066,45.33,-121.67,1920,,TSME,293,Gymnosperm,Needle
or067,44.67,-121.83,1585,,TSME,280,Gymnosperm,Needle
or068,44.67,-121.83,1785,,TSME,286,Gymnosperm,Needle
or069,44.67,-121.83,1950,,TSME,294,Gymnosperm,Needle
or070,43.83,-121.67,1755,,TSME,294,Gymnosperm,Needle
or071,43.83,-121.67,1920,,TSME,294,Gymnosperm,Needle
or072,43.83,-121.67,2090,,TSME,294,Gymnosperm,Needle
or073,42.83,-122,1910,,TSME,293,Gymnosperm,Needle
or074,42.83,-122,2075,,TSME,293,Gymnosperm,Needle
or075,42.83,-122,2300,,TSME,143,Gymnosperm,Needle
or076,43,-122.33,1950,,TSME,293,Gymnosperm,Needle
or077,43,-122.33,2075,,TSME,293,Gymnosperm,Needle
or078,43,-122.33,2210,,TSME,293,Gymnosperm,Needle
or079,43,-122.17,2215,,TSME,293,Gymnosperm,Needle
or080,45.33,-121.67,1790,,ABLA,192,Gymnosperm,Needle
or081,42,-123.57,1070,,CHLA,301,Gymnosperm,Needle
or082,44.7,-118.55,2295,,PIAL,263,Gymnosperm,Needle
or083,44.7,-118.55,2295,,PICO,111,Gymnosperm,Needle
or084,44.7,-118.55,2295,,ABLA,138,Gymnosperm,Needle
or085,45.5,-121.42,1002,,PIPO,300,Gymnosperm,Needle
or086,44.13,-121.83,1820,,TSME,291,Gymnosperm,Needle
or087,44.15,-121.83,1945,,TSME,291,Gymnosperm,Needle
or088,44.18,-121.83,1700,,TSME,291,Gymnosperm,Needle
or089,44.57,-121.27,730,,JUOC,264,Gymnosperm,Needle
or090,43.6833,-121.25,1500,,PIPO,300,Gymnosperm,Needle
or091,44.31,-118.68,1915,,LAOC,309,Gymnosperm,Needle
or092,43.1667,-120.8833,1428,,JUOC,311,Gymnosperm,Needle
or093,43.63,-120.47,1475,,JUOC,311,Gymnosperm,Needle
or094,43.95,-121.05,1146,,JUOC,311,Gymnosperm,Needle
or095,43.15,-119.8,1514,,JUOC,311,Gymnosperm,Needle
or096,44.4333,-121.95,1139,,PSME,176,Gymnosperm,Needle
or097,44.2167,-121.8667,1454,,TSME,177,Gymnosperm,Needle
or098,42.92,-122.05,2198,,TSME,313,Gymnosperm,Needle
or099,42.97,-122.15,2221,,TSME,313,Gymnosperm,Needle
or100,42.93,-122.17,2186,,TSME,313,Gymnosperm,Needle
or101,42.93,-122.02,2352,,TSME,313,Gymnosperm,Needle
or102,42.98,-122.1,2075,,TSME,313,Gymnosperm,Needle
or103,42.91,-122.07,2198,,TSME,313,Gymnosperm,Needle
or104,42.97,-122.07,2050,,TSME,313,Gymnosperm,Needle
or105,45.33,-121.72,1812,,TSME,313,Gymnosperm,Needle
or106,43.63,-120.47,1475,,JUOC,320,Gymnosperm,Needle
or107,44.504,-123.565,900,,PSME,314,Gymnosperm,Needle
or108,44.504,-123.553,1220,,ABPR,179,Gymnosperm,Needle
or109,44.35,-122.107,1113,,PSME,307,Gymnosperm,Needle
or110,44.314,-122.014,767,,CADE,307,Gymnosperm,Needle
or111,44.273,-124.073,244,,PSME,307,Gymnosperm,Needle
or112,44.256,-122.209,933,,PSME,308,Gymnosperm,Needle
or113,44.288,-122.301,1016,,PSME,314,Gymnosperm,Needle
or114,43.98,-122.424,872,,PSME,307,Gymnosperm,Needle
or115,44.371,-122.065,1151,,PSME,314,Gymnosperm,Needle
or117,44.352,-122.242,1083,,PSME,314,Gymnosperm,Needle
or118,45.581,-123.387,560,,PSME,222,Gymnosperm,Needle
or119,43.668,-123.765,55,,PSME,179,Gymnosperm,Needle
or120,45.321,-123.442,540,,PSME,145,Gymnosperm,Needle
or121,43.873,-123.6,247,,PSME,190,Gymnosperm,Needle
or122,44.684,-123.62,137,,PSME,72,Gymnosperm,Needle
or123,45.377,-123.372,279,,PSME,175,Gymnosperm,Needle
or124,45.917,-123.294,246,,PSME,169,Gymnosperm,Needle
or125,44.48,-123.659,369,,PSME,51,Gymnosperm,Needle
or126,45.54,-123.244,320,,PSME,146,Gymnosperm,Needle
or127,43.57,-123.783,158,,PSME,172,Gymnosperm,Needle
or128,43.748,-123.795,265,,PSME,120,Gymnosperm,Needle
or129,45.3842,-122.0396,308,,THPL,97,Gymnosperm,Needle
or130,45.3095,-122.636,59,,THPL,114,Gymnosperm,Needle
or131,45.4284,-123.2311,202,,THPL,108,Gymnosperm,Needle
pa,41.77,-75.83,424,,TSCA,82,Gymnosperm,Needle
pa001,40.67,-77.7,500,,TSCA,282,Gymnosperm,Needle
pa002,40.88,-77.32,400,,TSCA,282,Gymnosperm,Needle
pa003,41.22,-74.92,250,,TSCA,282,Gymnosperm,Needle
pa004,41.33,-77.72,500,,TSCA,282,Gymnosperm,Needle
pa005,39.83,-79.7,200,,TSCA,282,Gymnosperm,Needle
pa006,41.32,-79.22,500,,QUAL,282,Angiosperm,Broad
pa007,40.23,-77.65,300,,TSCA,282,Gymnosperm,Needle
pa008,41.33,-79.2,400,,PIST,282,Gymnosperm,Needle
pa009,39.88,-76.4,150,,QUPR,282,Angiosperm,Broad
pa010,41.37,-76.3,500,,TSCA,282,Gymnosperm,Needle
pa011,41.87,-75.88,500,,TSCA,282,Gymnosperm,Needle
pa012,39.83,-78.52,500,,TSCA,282,Gymnosperm,Needle
pa013,41.75,-78.97,700,,TSCA,279,Gymnosperm,Needle
pa014,41.4667,-76.2167,140,,JUVI,303,Gymnosperm,Needle
pa015,40.8333,-78.0167,240,,QUAL,199,Angiosperm,Broad
pa016,40,-77.8,500,,TSCA,115,Gymnosperm,Needle
pa017,40.6955,-77.755,,,QUSP,189,Angiosperm,Broad
pa018,41.4,-78.767,433,,ACSH,134,Angiosperm,Broad
pa019,40.4,-78.1,243,,ACSH,114,Angiosperm,Broad
pa020,41.93,-78.86,660,,ACSH,109,Angiosperm,Broad
pak042,35.3334,71.8059,2860,,PCSM,318,Gymnosperm,Needle
paki001,36.0333,74.5833,3100,,JUSP,294,Gymnosperm,Needle
paki002,36.0333,74.5833,3300,,JUSP,294,Gymnosperm,Needle
paki003,35.9,74.9333,3050,,JUSP,300,Gymnosperm,Needle
paki004,35.9,74.9333,3750,,JUTU,300,Gymnosperm,Needle
paki005,36.3333,74.0333,2700,,JUSP,294,Gymnosperm,Needle
paki006,36.3333,74.0333,3500,,JUSP,294,Gymnosperm,Needle
paki007,36.3333,74.0333,3900,,JUSP,294,Gymnosperm,Needle
paki008,36,75,3500,,JUSP,291,Gymnosperm,Needle
paki009,36.6167,74.9833,3900,,JUTU,300,Gymnosperm,Needle
paki010,36.5833,75.4167,3800,,JUSP,291,Gymnosperm,Needle
paki011,36.5833,75.0833,3600,,JUSP,291,Gymnosperm,Needle
paki012,36.5833,75.0833,3900,,JUSP,291,Gymnosperm,Needle
paki013,35.7333,74.9833,3600,,JUTU,300,Gymnosperm,Needle
paki014,35.1667,75.5,3300,,JUSP,294,Gymnosperm,Needle
paki015,35.1667,75.5,3700,,JUSP,294,Gymnosperm,Needle
paki016,35.1667,75.5,3900,,JUSP,294,Gymnosperm,Needle
paki017,35.3333,74.8,,,ABPI,306,Gymnosperm,Needle
paki018,35.3333,74.8,,,PIWA,306,Gymnosperm,Needle
paki019,35.1667,74.0333,3200,,JUEX,308,Gymnosperm,Needle
paki020,35.6833,71.6333,,,CDDE,307,Gymnosperm,Needle
paki021,35.6833,71.6333,,,PIGE,307,Gymnosperm,Needle
paki022,35.9,71.7333,,,CDDE,307,Gymnosperm,Needle
paki023,35.9,71.7333,,,PIGE,307,Gymnosperm,Needle
paki024,35.0333,74.5833,,,PCSM,306,Gymnosperm,Needle
paki025,35.45,74.7833,3150,,JUEX,308,Gymnosperm,Needle
paki026,35.5333,74.5,2650,,PIGE,270,Gymnosperm,Needle
paki027,35.35,71.9333,,,CDDE,307,Gymnosperm,Needle
paki028,35.4,74.1167,,,PIGE,308,Gymnosperm,Needle
paki029,35.8333,74.3333,3250,,PCSM,309,Gymnosperm,Needle
paki030,35.8833,74.1833,,,PCSM,309,Gymnosperm,Needle
paki031,35.5,74.0833,,,CDDE,308,Gymnosperm,Needle
paki032,34.0333,73.3833,,,ABPI,306,Gymnosperm,Needle
paki033,35.5,74.75,,,PIGE,308,Gymnosperm,Needle
paki034,35.5,74.75,,,PIWA,278,Gymnosperm,Needle
paki035,36.15,74.1833,,,JUEX,310,Gymnosperm,Needle
paki036,36.15,74.1833,,,PCSM,306,Gymnosperm,Needle
paki037,35.0333,71.5333,2530,,PCSM,307,Gymnosperm,Needle
paki038,35.65,73.5333,2320,,CDDE,309,Gymnosperm,Needle
paki039,35,70.7833,2480,,CDDE,308,Gymnosperm,Needle
paki040,35.35,71.8,,,CDDE,306,Gymnosperm,Needle
paki041,35.36,71.48,,,CDDE,318,Gymnosperm,Needle
pan001,9.1543,-79.8461,90,,JACO,106,Angiosperm,Broad
pan002,9.1543,-79.8461,90,,TRTU,152,Angiosperm,Broad
pan003,9.1543,-79.8461,90,,TEPA,123,Angiosperm,Broad
per001,-11.3,-75.316667,2150,,CENE,133,Angiosperm,Broad
per002,-11.75,-74.233333,1250,,JGNE,216,Angiosperm,Broad
per003,-11.75,-74.233333,1250,,JGNE,205,Angiosperm,Broad
per004,-4.45,-74.12,91,,MAAF,50,Angiosperm,Broad
per005,-11.320128,-69.755792,337,,JACO,68,Angiosperm,Broad
per006,-11.320128,-69.755792,337,,HUCR,275,Angiosperm,Broad
per007,-11.320128,-69.755792,337,,MYBA,93,Angiosperm,Broad
per008,-11.320128,-69.755792,337,,DRSP,132,Angiosperm,Broad
per009,-11.036285,-69.901865,322,,CEOD,232,Angiosperm,Broad
per010,-11.036285,-69.901865,322,,SWMC,238,Angiosperm,Broad
per011,-11.50466684,-74.88891735,4360,,PORO,168,Angiosperm,Broad
per012,-17.4,-69.65,4657,,POTA,316,Angiosperm,Broad
ph001,16.7833,120.7167,,,PIKE,285,Gymnosperm,Needle
pola001,49,20,1550,,PCAB,200,Gymnosperm,Needle
pola005,54.3,18.55,20,,QURO,224,Angiosperm,Broad
pola006,53.5,16,20,,QURO,286,Angiosperm,Broad
pola007,54.35,22.38,160,,QURO,116,Angiosperm,Broad
pola008,52.7,23.65,160,,QURO,265,Angiosperm,Broad
pola009,50.65,23.05,290,,QURO,207,Angiosperm,Broad
pola010,54.1,16.15,50,,QURO,205,Angiosperm,Broad
pola011,50.05,20.37,210,,QURO,194,Angiosperm,Broad
pola012,52.27,16.8,70,,QURO,151,Angiosperm,Broad
pola013,54.08,23.02,140,,QURO,126,Angiosperm,Broad
pola014,53.08,18.55,70,,QURO,274,Angiosperm,Broad
pola015,52.3,20.98,80,,QURO,285,Angiosperm,Broad
pola016,53.95,14.5,50,,QURO,287,Angiosperm,Broad
pola017,51.25,17.17,180,,QURO,260,Angiosperm,Broad
pola018,51.87,15.57,70,,QURO,213,Angiosperm,Broad
pola019,49.25,19.92,1500,,PCAB,279,Gymnosperm,Needle
pola020,49.25,19.92,1500,,PCAB,189,Gymnosperm,Needle
pola021,51.35,17.47,185,,ABAL,132,Gymnosperm,Needle
pola022,49.5833,19.05,1300,,PCAB,305,Gymnosperm,Needle
pola023,49.2833,19.0833,1000,,PCAB,223,Gymnosperm,Needle
pola024,49.2833,19.0833,1000,,ABAL,195,Gymnosperm,Needle
pola025,49.25,20.0333,1420,,PCAB,268,Gymnosperm,Needle
pola026,49.2333,20.0833,1300,,PCAB,232,Gymnosperm,Needle
pola027,49.25,20.0333,1480,,PCAB,305,Gymnosperm,Needle
pola028,49.25,20.0667,1350,,PCAB,257,Gymnosperm,Needle
pola029,49.55,20.1333,1100,,PCAB,154,Gymnosperm,Needle
pola030,49.5167,19.0333,1300,,PCAB,305,Gymnosperm,Needle
pola031,49.2167,20.0833,1330,,PCAB,154,Gymnosperm,Needle
pola032,49.2333,20.0833,1210,,PCAB,301,Gymnosperm,Needle
pola033,49.2333,20.0833,1310,,PCAB,156,Gymnosperm,Needle
pola034,49.2333,20.0833,1420,,PCAB,135,Gymnosperm,Needle
pola035,49.2333,20.0833,1370,,PCAB,206,Gymnosperm,Needle
pola036,49.2333,20.0333,1230,,PCAB,151,Gymnosperm,Needle
pola037,49.25,20.0167,1500,,PCAB,305,Gymnosperm,Needle
pola038,50.12,20.38,190,,PISY,304,Gymnosperm,Needle
pola039,50.12,20.38,190,,QURO,292,Angiosperm,Broad
pola040,54.1,22.93,160,,PISY,305,Gymnosperm,Needle
pola300,49.23,20,1550,,PICE,228,Gymnosperm,Needle
prt001,38.82,-8.83,20,,QUSU,49,Angiosperm,Broad
prt002,38.19,-8.6,116,,QUSU,50,Angiosperm,Broad
prt003,39.33,-8.38,122,,QUSU,90,Angiosperm,Broad
prt004,40.43,-8.57,61,,QUSU,118,Angiosperm,Broad
pse002,31.7043,35.2076,,,QUSP,149,Angiosperm,Broad
ri001,41.507,-71.78,99,,CHTH,150,Angiosperm,Broad
roma002,45.3,23.67,1650,,PCAB,178,Gymnosperm,Needle
roma003,47.45,25.47,1480,,PCAB,146,Gymnosperm,Needle
roma005,45.55,24.0333,1600,,PCAB,98,Gymnosperm,Needle
roma006,47.45,25.4667,1480,,PCAB,146,Gymnosperm,Needle
roma007,45.3,23.0667,1650,,PCAB,178,Gymnosperm,Needle
roma008,46.95,25.95,1790,,PCAB,245,Gymnosperm,Needle
roma009,45.6167,24.0667,1500,,PCAB,237,Gymnosperm,Needle
roma010,45.35,22.7667,1640,,PCAB,125,Gymnosperm,Needle
roma011,47.87,26.34,,,FASY,146,Angiosperm,Broad
roma012,47.7,23.6,,,FASY,129,Angiosperm,Broad
rus315,57.2524,39.1637,138,,PISY,151,Gymnosperm,Needle
rus316,43.298383,41.57085,1889,,PCAB,222,Gymnosperm,Needle
rus317,64.05,40.4,,,MIXD,321,Angiosperm,Broad
rus318,65.18,35.97,10,,PISY,311,Gymnosperm,Needle
rus319,65.15,35.8,10,,PISY,312,Gymnosperm,Needle
rus320,65.09063,35.66825,20,,PCAB,224,Gymnosperm,Needle
rus321,65.03915,35.64086,9,,PCAB,179,Gymnosperm,Needle
rus322,65.03915,35.64086,9,,PISY,177,Gymnosperm,Needle
rus323,43.404317,41.310967,1714,,PCAB,312,Gymnosperm,Needle
rus324,43.238,42.5056,2470,,PISY,312,Gymnosperm,Needle
rus325,43.718631,40.205083,1806,,FAOR,312,Angiosperm,Broad
rus326,42.8548,43.708,2015,,PISY,315,Gymnosperm,Needle
rus327,43.882036,40.467839,2100,,PISY,284,Gymnosperm,Needle
rus328,50.7299,46.6695,60,,QURO,101,Angiosperm,Broad
rus329,54.66108,34.13667,195,,PISY,120,Gymnosperm,Needle
rus330,53.9633,35.8131,166,,PCAB,105,Gymnosperm,Needle
rus331,64.563139,43.161556,90,,PISY,278,Gymnosperm,Needle
rus332,64.694833,43.188444,29,,LASI,313,Gymnosperm,Needle
rus333,58.8661,44.2336,141,,PISY,195,Gymnosperm,Needle
rus334,54.529614,36.200908,183,,PISY,279,Gymnosperm,Needle
rus335,61.76,34.165,,,MIXD,68,Angiosperm,Broad
rus336,43.43025,41.70855,2285,,PISY,310,Gymnosperm,Needle
rus337,59.86,38.37,,,MIXD,45,Angiosperm,Broad
rus338,58.982,44.379,200,,PCAB,297,Gymnosperm,Needle
rus339,57.9,41.05,,,MIXD,105,Angiosperm,Broad
rus340,60.16,38.84,138,,PISY,224,Gymnosperm,Needle
rus341,58.1505,44.4952,100,,QURO,90,Angiosperm,Broad
rus342,42.8944,43.590667,2356,,PISY,276,Gymnosperm,Needle
rus343,43.428,41.303533,2392,,PISY,308,Gymnosperm,Needle
rus344,57.345825,36.618622,155,,PISY,166,Gymnosperm,Needle
rus345,56.458,32.958888,244,,PCAB,170,Gymnosperm,Needle
rus346,55.2372,40.0368,125,,PISY,151,Gymnosperm,Needle
rus347,55.733765,36.840801,167,,PISY,252,Gymnosperm,Needle
rus348,55.696133,36.727998,199,,PCAB,129,Gymnosperm,Needle
rus349,54.9123,37.6564,181,,PISY,181,Gymnosperm,Needle
rus350,58.52,31.27,,,MIXD,115,Angiosperm,Broad
rus351,54.049325,35.830665,154,,PISY,294,Gymnosperm,Needle
rus352,54.857721,38.548875,134,,PISY,145,Gymnosperm,Needle
rus353,54.7323,36.0002,170,,QURO,209,Angiosperm,Broad
rus354,60.45,38.46,171,,PISY,148,Gymnosperm,Needle
rus355,57.0491,32.733,224,,PISY,185,Gymnosperm,Needle
rus357,65.07,35.825,,,MIXD,308,Angiosperm,Broad
rus358,55.3,49.26,66,,PISY,266,Gymnosperm,Needle
rus359,55.3,49.26,75,,PISY,207,Gymnosperm,Needle
rus360,51.201134,40.19928,94,,PISY,274,Gymnosperm,Needle
rus361,53.03,52.11,83,,PISY,214,Gymnosperm,Needle
rus362,52.95386,52.05854,79,,PISY,218,Gymnosperm,Needle
rus363,53.406382,49.973071,162,,PISY,188,Gymnosperm,Needle
rus364,53.44,49.78,342,,PISY,229,Gymnosperm,Needle
rus365,54.426754,52.757354,240,,PISY,206,Gymnosperm,Needle
rus366,53.32105,46.89051,257,,PISY,227,Gymnosperm,Needle
rus367,53.36332,46.89575,292,,PISY,216,Gymnosperm,Needle
rus368,52.46,39.69,136,,QURO,199,Angiosperm,Broad
rus369,52.36,42.6,128,,PISY,189,Gymnosperm,Needle
rus370,54.9,47.51,200,,PISY,199,Gymnosperm,Needle
rus371,55.04159,46.59458,87,,PISY,173,Gymnosperm,Needle
rus372,52.5,48.04,270,,PISY,201,Gymnosperm,Needle
rus373,52.58,48,256,,PISY,111,Gymnosperm,Needle
rus374,55.90901,48.73328,86,,PISY,268,Gymnosperm,Needle
rus375,55.90783,48.73229,79,,PISY,252,Gymnosperm,Needle
rus376,43.260768,42.518934,2470,,PISY,296,Gymnosperm,Needle
rus377,53.9781,37.1162,180,,QURO,245,Angiosperm,Broad
rus378,50.604055,35.981444,165,,QURO,283,Angiosperm,Broad
rus379,50.616417,35.938639,148,,PISY,114,Gymnosperm,Needle
rus380,50.6833,37.795988,100,,PISY,225,Gymnosperm,Needle
rus381,59.22,39.89,,,MIXD,182,Angiosperm,Broad
rus382,53.98837,37.25537,175,,QURO,204,Angiosperm,Broad
rus383,56.54353,44.79688,108,,PISY,181,Gymnosperm,Needle
rus384,56.54353,44.79688,108,,PISY,242,Gymnosperm,Needle
rus385,56.049361,48.461694,87,,PISY,213,Gymnosperm,Needle
rus386,54.770816,43.404883,180,,PISY,134,Gymnosperm,Needle
rus388,56.225,32.095,,,QURO,63,Angiosperm,Broad
rus390,62.175618,34.286521,,,PISP,68,Gymnosperm,Needle
rus393,72.283333,126.133333,50,,BESP,84,Angiosperm,Broad
rus394,72.283333,126.133333,50,,LAGM,85,Gymnosperm,Needle
russ001,66.83,65.75,150,,LASI,269,Gymnosperm,Needle
russ002,64.67,60,550,,LASI,270,Gymnosperm,Needle
russ003,59.58,59.17,800,,LASI,270,Gymnosperm,Needle
russ004,54.5,58.83,1000,,LASI,173,Gymnosperm,Needle
russ014,55.9,158.8,900,,LAGM,285,Gymnosperm,Needle
russ015,55.82,160.17,750,,LAGM,277,Gymnosperm,Needle
russ016,66.27,30.8,150,,PISY,303,Gymnosperm,Needle
russ019,72.5,105.17,40,,LAGM,298,Gymnosperm,Needle
russ181,64.95,30.2,,,PISY,302,Gymnosperm,Needle
russ182,68.65,31.67,,,PISY,302,Gymnosperm,Needle
russ183,64.77,32.33,,,PISY,303,Gymnosperm,Needle
russ184,70.53,148.15,80,,LAGM,295,Gymnosperm,Needle
russ185,70.5,148.13,80,,LAGM,295,Gymnosperm,Needle
russ186,70.47,144.27,80,,LAGM,231,Gymnosperm,Needle
russ187,70.43,143.93,80,,LAGM,295,Gymnosperm,Needle
russ188,70.05,146.45,80,,LAGM,295,Gymnosperm,Needle
russ189,69.45,150.25,80,,LAGM,295,Gymnosperm,Needle
russ190,69.12,150.27,80,,LAGM,231,Gymnosperm,Needle
russ191,69.5,147,80,,LAGM,295,Gymnosperm,Needle
russ192,68.42,35.28,220,,PISY,298,Gymnosperm,Needle
russ193,70.67,125.87,180,,LADE,295,Gymnosperm,Needle
russ194,68.75,161.4167,40,,LAGM,290,Gymnosperm,Needle
russ195,68.6667,159.0833,10,,LAGM,168,Gymnosperm,Needle
russ196,68.75,161.3833,86,,LAGM,203,Gymnosperm,Needle
russ197,68.5333,160.2,10,,LAGM,180,Gymnosperm,Needle
russ198,68.7333,161.55,186,,LAGM,173,Gymnosperm,Needle
russ199,69.2,161.4333,10,,LAGM,187,Gymnosperm,Needle
russ200,61.3401,129.0844,,,PISY,198,Gymnosperm,Needle
russ201,62.0299,128.5939,224,,LAGM,211,Gymnosperm,Needle
russ202,66.7573,123.3551,56,,LAGM,308,Gymnosperm,Needle
russ203,66.7507,123.4165,30,,LAGM,245,Gymnosperm,Needle
russ204,66.2758,123.9168,22,,LAGM,308,Gymnosperm,Needle
russ205,66.2758,123.9168,22,,PCOB,308,Gymnosperm,Needle
russ206,66.2104,123.0049,33,,LAGM,289,Gymnosperm,Needle
russ207,66.7618,123.3498,,,PCOB,308,Gymnosperm,Needle
russ208,68.65,58.3667,30,,SALA,85,Angiosperm,Broad
russ209,55,160.5,,,LAGM,226,Gymnosperm,Needle
russ210,56,158.8,,,LAGM,292,Gymnosperm,Needle
russ211,55.9,158.8,,,LAGM,298,Gymnosperm,Needle
russ212,55.1333,159.1167,,,LAGM,304,Gymnosperm,Needle
russ213,55.8167,160.1667,,,LAGM,288,Gymnosperm,Needle
russ214,55.1333,159.1167,,,LAGM,304,Gymnosperm,Needle
russ215,54.2,90.8333,600,,LAGM,230,Gymnosperm,Needle
russ216,72.45,101.9,,,LAGM,296,Gymnosperm,Needle
russ217,70.3667,103.2667,,,LAGM,296,Gymnosperm,Needle
russ218,70.65,109.4667,,,LAGM,298,Gymnosperm,Needle
russ219,43.8833,145.6,,,QUMO,301,Angiosperm,Broad
russ220,66.9,65.6,,,LASI,291,Gymnosperm,Needle
