name,latitude,longitude,elevation,elevation2,species,number,Gymnosperm/Angiosperm,Needle/broad
ak001,60.43,-147.75,275,,TSHE,273,Gymnosperm,Needle
ak006,63.67,-149.58,750,,PCGL,284,Gymnosperm,Needle
ak007,61.33,-149.58,100,,PCGL,214,Gymnosperm,Needle
ak008,60.5,-149.5,100,,PCSI,284,Gymnosperm,Needle
ak009,62.83,-143.92,600,,PCGL,284,Gymnosperm,Needle
ak010,61.83,-147.33,960,,PCGL,284,Gymnosperm,Needle
ak011,61.33,-145.25,300,,PCGL,192,Gymnosperm,Needle
ak012,62.83,-141.33,600,,PCGL,189,Gymnosperm,Needle
ak013,64.83,-148.17,99,,PCGL,215,Gymnosperm,Needle
ak014,58.05,-152.7,10,,PCSI,297,Gymnosperm,Needle
ak015,60.08,-148.97,480,,TSME,292,Gymnosperm,Needle
ak016,60.2,-149.58,480,,PCSI,289,Gymnosperm,Needle
ak017,59.62,-151.15,20,,PCSI,270,Gymnosperm,Needle
ak018,59.68,-151.42,20,,PCSI,269,Gymnosperm,Needle
ak019,59.645,-139.311,350,,PCSI,173,Gymnosperm,Needle
ak020,60.6,-145.67,430,,TSME,293,Gymnosperm,Needle
ak021,60,-141.68,650,,TSME,296,Gymnosperm,Needle
ak022,60.25,-143.97,310,,PCSI,231,Gymnosperm,Needle
ak023,59.37,-150.83,300,,PCSI,288,Gymnosperm,Needle
ak024,60.07,-148.83,420,,TSME,293,Gymnosperm,Needle
ak025,60.73,-148.47,50,,TSME,292,Gymnosperm,Needle
ak026,60.08,-150.58,70,,PCSI,199,Gymnosperm,Needle
ak027,60.82,-149.17,400,,TSME,282,Gymnosperm,Needle
ak028,60.83,-148.58,300,,TSME,292,Gymnosperm,Needle
ak029,60.12,-149.47,305,,TSME,263,Gymnosperm,Needle
ak030,60.37,-148.9,400,,TSME,292,Gymnosperm,Needle
ak031,67.93,-162.3,67,,PCGL,278,Gymnosperm,Needle
ak032,67.45,-154.05,716,,PCGL,276,Gymnosperm,Needle
ak033,68.63,-143.72,808,,PCGL,280,Gymnosperm,Needle
ak034,64.82,-163.7,61,,PCGL,203,Gymnosperm,Needle
ak035,63.25,-147.78,884,,PCGL,298,Gymnosperm,Needle
ak036,65.5,-145.33,945,,PCGL,264,Gymnosperm,Needle
ak037,65.5,-145.33,945,,PCGL,164,Gymnosperm,Needle
ak038,64.92,-163.67,150,,PCGL,210,Gymnosperm,Needle
ak039,63.27,-147.92,884,,PCGL,299,Gymnosperm,Needle
ak040,65.37,-146.62,884,,PCGL,215,Gymnosperm,Needle
ak041,65.37,-146.62,884,,PCGL,223,Gymnosperm,Needle
ak042,65.37,-145.93,945,,PCGL,258,Gymnosperm,Needle
ak043,65.37,-145.93,945,,PCGL,285,Gymnosperm,Needle
ak044,63.9,-148.67,762,,PCGL,213,Gymnosperm,Needle
ak045,63.9,-148.67,762,,PCGL,223,Gymnosperm,Needle
ak046,67.07,-159.62,100,,PCGL,293,Gymnosperm,Needle
ak047,68.1,-141.1,100,,PCGL,303,Gymnosperm,Needle
ak048,67.12,-150.08,100,,PCGL,277,Gymnosperm,Needle
ak049,67.15,-150.08,100,,PCGL,287,Gymnosperm,Needle
ak050,67.15,-149.13,100,,PCGL,270,Gymnosperm,Needle
ak051,67.15,-149.13,100,,PCGL,174,Gymnosperm,Needle
ak052,67.13,-152.07,100,,PCGL,273,Gymnosperm,Needle
ak053,68.08,-143.13,100,,PCGL,286,Gymnosperm,Needle
ak054,63.1,-150,100,,PCGL,266,Gymnosperm,Needle
ak055,63.08,-148.13,100,,PCGL,215,Gymnosperm,Needle
ak056,63.12,-149,100,,PCGL,266,Gymnosperm,Needle
ak057,65.18,-162.2,168,,PCGL,303,Gymnosperm,Needle
ak058,65.18,-162.22,213,,PCGL,303,Gymnosperm,Needle
ak059,65.12,-162.18,282,,PCGL,303,Gymnosperm,Needle
ak060,65.22,-162.25,259,,PCGL,303,Gymnosperm,Needle
ak061,65.08,-162.18,282,,PCGL,303,Gymnosperm,Needle
ak062,65.2,-162.27,239,,PCGL,303,Gymnosperm,Needle
ak063,65.1,-162.15,229,,PCGL,303,Gymnosperm,Needle
ak064,65.08,-162.15,229,,PCGL,303,Gymnosperm,Needle
ak065,65.2,-162.2,168,,PCGL,303,Gymnosperm,Needle
ak066,65.22,-162.22,213,,PCGL,303,Gymnosperm,Needle
ak067,65.22,-162.22,229,,PCGL,303,Gymnosperm,Needle
ak069,65.07,-162.23,244,,PCGL,285,Gymnosperm,Needle
ak070,65.18,-162.22,251,,PCGL,303,Gymnosperm,Needle
ak071,62.57,-142.33,1030,,PCGL,258,Gymnosperm,Needle
ak073,61.37,-142.68,995,,PCGL,298,Gymnosperm,Needle
ak074,62.37,-143.05,1167,,PCGL,298,Gymnosperm,Needle
ak075,61.15,-142.08,1030,,PCGL,299,Gymnosperm,Needle
ak076,62.08,-142.02,1006,,PCGL,294,Gymnosperm,Needle
ak077,62.55,-143.28,994,,PCGL,297,Gymnosperm,Needle
ak078,61.33,-142.72,1040,,PCGL,298,Gymnosperm,Needle
ak079,67.22,-150.27,405,,PCMA,128,Gymnosperm,Needle
ak080,67.35,-150.05,387,,PCMA,143,Gymnosperm,Needle
ak081,67.38,-150.1,385,,PCMA,157,Gymnosperm,Needle
ak082,67.53,-149.85,455,,PCMA,187,Gymnosperm,Needle
ak083,67.55,-149.83,443,,PCMA,90,Gymnosperm,Needle
ak084,67.57,-149.82,469,,PCMA,90,Gymnosperm,Needle
ak085,68.03,-149.68,810,,PCGL,200,Gymnosperm,Needle
ak086,60.48,-154.33,550,,PCGL,304,Gymnosperm,Needle
ak087,60.5,-153.88,580,,PCGL,304,Gymnosperm,Needle
ak088,60.97,-153.92,400,,PCGL,236,Gymnosperm,Needle
ak089,60.65,-154.02,580,,PCGL,304,Gymnosperm,Needle
ak090,60.63,-145.4,450,,TSME,293,Gymnosperm,Needle
ak091,61.05,-147.1,90,,TSME,303,Gymnosperm,Needle
ak092,59.62,-139.2,205,,TSME,294,Gymnosperm,Needle
ak093,61.05,-146.98,200,,TSME,300,Gymnosperm,Needle
ak094,60.45,-148.33,100,,TSME,292,Gymnosperm,Needle
ak095,61.12,-147.05,50,,TSME,177,Gymnosperm,Needle
ak096,61.05,-146.98,200,,TSME,303,Gymnosperm,Needle
ak097,61.1333,-142.0667,876,,PCGL,299,Gymnosperm,Needle
ak098,55.3333,-131.6,815,,TSME,300,Gymnosperm,Needle
ak099,61.0667,-146.35,500,,TSME,290,Gymnosperm,Needle
ak10,59.6,-139.37,1,,PCSI,52,Gymnosperm,Needle
ak100,56.3,-132.2833,597,,TSME,301,Gymnosperm,Needle
ak101,56.4333,-132.3167,757,,TSME,300,Gymnosperm,Needle
ak102,58.4333,-134.5667,757,,TSME,300,Gymnosperm,Needle
ak103,64.7333,-149.1833,930,,PCGL,291,Gymnosperm,Needle
ak104,67.9667,-149.7667,701,,PCGL,301,Gymnosperm,Needle
ak105,61.6167,-141.3667,1000,,PCGL,300,Gymnosperm,Needle
ak106,67.35,-149.46667,811,,PCGL,280,Gymnosperm,Needle
ak107,61.0833,-146.9833,250,,TSME,301,Gymnosperm,Needle
ak108,57.6167,-152.3167,4,,PCSI,256,Gymnosperm,Needle
ak109,67.9167,-162.3,750,,PCGL,291,Gymnosperm,Needle
ak11,59.6,-139.37,1,,PCSI,54,Gymnosperm,Needle
ak110,67.0833,-157.9167,48,,PCGL,291,Gymnosperm,Needle
ak111,64,-147,1135,,PCGL,291,Gymnosperm,Needle
ak112,60.5,-146,0,,TSME,303,Gymnosperm,Needle
ak113,67.5,-150,670,,PCGL,301,Gymnosperm,Needle
ak114,56,-132,0,,TSME,301,Gymnosperm,Needle
ak115,65.16,-162.25,224,,PCGL,302,Gymnosperm,Needle
ak116,62,-142,1158,,PCGL,300,Gymnosperm,Needle
ak118,58.444,-135.594,260,,CHNO,310,Gymnosperm,Needle
ak119,58.343,-135.571,150,,CHNO,310,Gymnosperm,Needle
ak12,57.62,-152.28,20,,PCSI,255,Gymnosperm,Needle
ak120,60.4667,-148.35,30,,TSME,300,Gymnosperm,Needle
ak121,59.5333,-139.7333,10,,PCSI,296,Gymnosperm,Needle
ak122,63.8167,-144.8,420,,PCGL,175,Gymnosperm,Needle
ak123,63.7167,-144.15,437,,PCGL,159,Gymnosperm,Needle
ak124,64.1667,-149.3,339,,PCGL,183,Gymnosperm,Needle
ak125,64.4833,-146.9667,245,,PCGL,120,Gymnosperm,Needle
ak126,64.8,-141.2,341,,PCGL,156,Gymnosperm,Needle
ak127,58.6167,-135.8667,450,,TSME,306,Gymnosperm,Needle
ak128,58.6167,-135.8667,720,,TSME,310,Gymnosperm,Needle
ak129,58.6167,-135.8667,770,,TSME,310,Gymnosperm,Needle
ak13,58.47,-134.02,8,,PCSI,203,Gymnosperm,Needle
ak130,58.3,-134.3833,540,,TSME,300,Gymnosperm,Needle
ak131,58.3833,-134.4333,220,,TSME,311,Gymnosperm,Needle
ak133,64.9962,-147.6527,465,,PCMA,103,Gymnosperm,Needle
ak134,64.9985,-147.6567,431,,PCMA,136,Gymnosperm,Needle
ak135,64.9997,147.6663,317,,PCMA,116,Gymnosperm,Needle
ak136,64.9995,-147.669,300,,PCMA,156,Gymnosperm,Needle
ak137,59.5417,-139.3511,54,,PCSI,296,Gymnosperm,Needle
ak138,59.5592,-139.3503,39,,PCSI,172,Gymnosperm,Needle
ak139,59.5333,-139.5619,40,,PCSI,213,Gymnosperm,Needle
ak14,57.63,-152.33,1,,PCSI,198,Gymnosperm,Needle
ak142,59.5525,-139.2894,60,,PCSI,297,Gymnosperm,Needle
ak143,59.5525,-139.2894,60,,TSHE,297,Gymnosperm,Needle
ak146,59.5353,-139.2919,57,,PCSI,296,Gymnosperm,Needle
ak147,59.5353,-139.2919,57,,TSHE,248,Gymnosperm,Needle
ak148,67.4833,-162.2167,125,,PCGL,158,Gymnosperm,Needle
ak149,67.4833,-162.2167,120,,PCGL,199,Gymnosperm,Needle
ak15,62.28,-145.37,500,,PCSI,132,Gymnosperm,Needle
ak150,58.74,-135.98,640,,TSME,311,Gymnosperm,Needle
ak151,68.662,-149.43,717,,SAPC,44,Angiosperm,Broad
ak152,68.662,-149.428,720,,SAPC,51,Angiosperm,Broad
ak153,61.676,-145.1699,560,,PCMA,126,Gymnosperm,Needle
ak154,63.9846,-144.2539,200,,PCGL,314,Gymnosperm,Needle
ak155,63.9846,-144.2539,200,,PCMA,238,Gymnosperm,Needle
ak156,58.6661,-134.9681,142,,CHNO,305,Gymnosperm,Needle
ak157,57.5306,-135.5833,64,,CHNO,305,Gymnosperm,Needle
ak158,56.2301,-131.9479,0,,CHNO,296,Gymnosperm,Needle
ak159,63.9846,-144.2539,200,,BEAK,187,Angiosperm,Broad
ak16,61.95,-149.2,3,,PCSI,258,Gymnosperm,Needle
ak160,63.9846,-144.2539,200,,PPTR,191,Angiosperm,Broad
ak161,68.375,-149.295,910,,SAPC,50,Angiosperm,Broad
ak162,69.99,-153.04,35,,SAPC,49,Angiosperm,Broad
ak163,69.99,-153.04,38,,SAPC,43,Angiosperm,Broad
ak164,68.641,-149.614,739,,SAPC,54,Angiosperm,Broad
ak165,64.9538,-148.3586,877,,PCMA,47,Gymnosperm,Needle
ak166,61.7277,-148.9448,305,,BEAK,80,Angiosperm,Broad
ak167,60.73,-148.47,50,,TSME,292,Gymnosperm,Needle
ak169,60.545,-145.25,60,,TSME,302,Gymnosperm,Needle
ak17,57.6,-152.32,25,,PCSI,265,Gymnosperm,Needle
ak171,60.545,-145.25,60,,PCSI,302,Gymnosperm,Needle
ak173,58.9667,-136.8167,477,,PCSI,67,Gymnosperm,Needle
ak174,69,-148.8,362,,ALCR,91,Angiosperm,Broad
ak175,69,-148.8,362,,SASP,34,Angiosperm,Broad
ak176,68.7,-148.9,530,,SASP,47,Angiosperm,Broad
ak177,64.6309,-149.0422,43,,PPTR,75,Angiosperm,Broad
ak178,62.04164,-145.42125,116,,PPTR,103,Angiosperm,Broad
ak179,62.047,-145.4129,116,,PPTR,105,Angiosperm,Broad
ak18,59.52,-139.7,15,,PCSI,180,Gymnosperm,Needle
ak180,63.31235,-143.2472,150,,PPTR,109,Angiosperm,Broad
ak181,61.9747,-145.34563,110,,PPTR,87,Angiosperm,Broad
ak182,64.87722,-147.87982,70,,PPTR,86,Angiosperm,Broad
ak183,63.8048,-144.8685,122,,PPTR,108,Angiosperm,Broad
ak184,63.68351,-144.1947,132,,PPTR,115,Angiosperm,Broad
ak185,67.982804,-161.978916,92,,ALSP,39,Angiosperm,Broad
ak186,67.986404,-161.973789,119,,ALSP,38,Angiosperm,Broad
ak187,67.991609,-162.003299,117,,ALSP,82,Angiosperm,Broad
ak188,65.02,-147.74,,,PCMA,159,Gymnosperm,Needle
ak189,68.633333,-149.633333,760,,BESP,60,Angiosperm,Broad
ak19,55.48,-133.13,20,,PCSI,286,Gymnosperm,Needle
ak190,68.633333,-149.633333,760,,BESP,112,Angiosperm,Broad
ak191,60.524,-150.181,700,,TSME,305,Gymnosperm,Needle
ak192,58.63,-134.931,135,,CHNO,317,Gymnosperm,Needle
ak193,58.658,-134.964,120,,CHNO,318,Gymnosperm,Needle
ak194,57.012,-136.027,131,,CHNO,312,Gymnosperm,Needle
ak195,58.412,-134.525,465,,CHNO,317,Gymnosperm,Needle
ak196,58.452,-135.567,505,,TSME,310,Gymnosperm,Needle
ak197,56.832,-133.584,346,,CHNO,322,Gymnosperm,Needle
ak198,58.441,-135.609,232,,PICO,313,Gymnosperm,Needle
ak199,56.187,-132.164,35,,CHNO,300,Gymnosperm,Needle
ak2,59.52,-139.7,15,,PCSI,286,Gymnosperm,Needle
ak20,61.67,-144.67,150,,PCMA,287,Gymnosperm,Needle
ak200,58.44917,-135.58623,350,,PICO,309,Gymnosperm,Needle
ak201,62.070478,-145.4879515,450,,PCMA,142,Gymnosperm,Needle
ak202,60.6,-145.67,430,,TSME,293,Gymnosperm,Needle
ak203,60.08,-148.97,480,,TSME,292,Gymnosperm,Needle
ak204,58.3,-134.3833,540,,TSME,299,Gymnosperm,Needle
ak205,58.4333,-134.5667,757,,TSME,300,Gymnosperm,Needle
ak206,60,-141.68,650,,TSME,296,Gymnosperm,Needle
ak207,58.6167,-135.8667,770,,TSME,297,Gymnosperm,Needle
ak208,60.73,-148.47,50,,TSME,291,Gymnosperm,Needle
ak209,58.74,-135.98,640,,TSME,311,Gymnosperm,Needle
ak21,60.52,-145.47,14,,PCSI,286,Gymnosperm,Needle
ak210,60.742519,-149.257172,260,,PCMA,275,Gymnosperm,Needle
ak211,63.0465,-141.8289,550,,PCMA,173,Gymnosperm,Needle
ak22,59.35,-135.77,45,,PCSI,158,Gymnosperm,Needle
ak23,58.67,-134.9,25,,PCSI,163,Gymnosperm,Needle
ak24,58.47,-134.02,30,,PCSI,230,Gymnosperm,Needle
ak3,63.23,-143.17,630,,PCSI,180,Gymnosperm,Needle
ak4,58.43,-134.02,1,,PCSI,92,Gymnosperm,Needle
ak5,58.43,-133.98,2,,PCSI,140,Gymnosperm,Needle
ak6,57.13,-135.38,5,,PCSI,286,Gymnosperm,Needle
ak7,59.6,-139.37,18,,PCSI,159,Gymnosperm,Needle
ak8,59.6,-139.37,3,,PCSI,65,Gymnosperm,Needle
ak9,59.6,-139.37,3,,PCSI,101,Gymnosperm,Needle
al001,34.33,-87.45,250,,QUAL,286,Angiosperm,Broad
al002,31.02,-87.25,63,,PIPA,182,Gymnosperm,Needle
al003,33.8167,-85.7,306,,PIPA,307,Gymnosperm,Needle
al004,34.0667,-86.05,230,,QUBN,94,Angiosperm,Broad
alb001,42.4167,19.7667,1800,,PIHE,308,Gymnosperm,Needle
alb002,41.8,20.2333,1900,,PIHE,309,Gymnosperm,Needle
alb003,40.7,20.1333,2000,,PIHE,309,Gymnosperm,Needle
alb004,41,19.4833,3,,PIHA,62,Gymnosperm,Needle
alb005,41,19.4833,3,,PIPN,149,Gymnosperm,Needle
alge001,36.45,4.1,1520,,CDAT,306,Gymnosperm,Needle
alge002,36.45,4.1,1560,,PINI,306,Gymnosperm,Needle
alge003,34.6,3.1167,1380,,PIHA,153,Gymnosperm,Needle
ar,35.93,-92.03,1201,,JUVI,134,Gymnosperm,Needle
ar001,35.9,-92.63,923,,QUAL,150,Angiosperm,Broad
ar002,35.87,-94.5,315,,QUAL,143,Angiosperm,Broad
ar003,36,-92.1,111,,JUVI,150,Gymnosperm,Needle
ar004,35.83,-92.9,822,,PIEC,151,Gymnosperm,Needle
ar005,36.05,-94.17,424,,QUAL,139,Angiosperm,Broad
ar006,35.88,-92.67,750,,PIEC,132,Gymnosperm,Needle
ar007,35.9,-92.9,257,,QUAL,159,Angiosperm,Broad
ar009,35.65,-93.07,564,,QUAL,260,Angiosperm,Broad
ar012,35.95,-92.1,152,,PIEC,105,Gymnosperm,Needle
ar013,35.18,-93.58,600,,QUVE,134,Angiosperm,Broad
ar014,35.18,-93.58,600,,QUAL,159,Angiosperm,Broad
ar015,35.7,-94.32,366,,QUAL,98,Angiosperm,Broad
ar016,35.23,-93.63,378,,PIEC,107,Gymnosperm,Needle
ar017,35.63,-94.03,305,,PIEC,65,Gymnosperm,Needle
ar018,34.72,-94.45,745,,QUAL,281,Angiosperm,Broad
ar021,34.08,-91.07,45,,QULY,217,Angiosperm,Broad
ar024,36.08,-94.4,430,,QUST,258,Angiosperm,Broad
ar027,34.8,-92.93,300,,PIEC,281,Gymnosperm,Needle
ar030,34.52,-93.5,275,,PIEC,247,Gymnosperm,Needle
ar033,34.37,-93.97,520,,PIEC,275,Gymnosperm,Needle
ar036,38.17,-91.82,45,,PIEC,202,Gymnosperm,Needle
ar039,33.68,-93.87,75,,TADI,215,Gymnosperm,Needle
ar042,34.63,-91.75,60,,TADI,281,Gymnosperm,Needle
ar048,35.85,-90.95,68,,TADI,281,Gymnosperm,Needle
ar049,34.95,-91.22,50,,TADI,286,Gymnosperm,Needle
ar050,35.15,-91.3,55,,TADI,281,Gymnosperm,Needle
ar051,34.83,-92.5,76,,TADI,286,Gymnosperm,Needle
ar052,35.55,-91.25,64,,TADI,291,Gymnosperm,Needle
ar053,33.77,-92.33,50,,TADI,286,Gymnosperm,Needle
ar054,35.63,-90.45,65,,TADI,291,Gymnosperm,Needle
ar055,36.08,-93.3,396,,JUVI,293,Gymnosperm,Needle
ar056,36.07,-93.32,396,,QUST,293,Angiosperm,Broad
ar057,36.07,-93.18,335,,QUST,294,Angiosperm,Broad
ar058,36.1,-94.15,438,,QUST,293,Angiosperm,Broad
ar059,35.98,-94.48,380,,QUAL,184,Angiosperm,Broad
ar060,36.3,-92.2,200,,QUST,294,Angiosperm,Broad
ar061,35.93,-92.87,579,,QUST,294,Angiosperm,Broad
ar062,36.2,-93.13,400,,QUSP,167,Angiosperm,Broad
ar063,36.07,-92.25,274,,PIEC,238,Gymnosperm,Needle
ar064,34.25,-94.17,229,,JUVI,292,Gymnosperm,Needle
ar065,34.63,-93.63,201,,JUVI,230,Gymnosperm,Needle
ar066,36.07,-93.25,366,,JUVI,289,Gymnosperm,Needle
ar067,36.2,-92.37,274,,PIEC,213,Gymnosperm,Needle
ar068,35.97,-93.22,,,QUSP,204,Angiosperm,Broad
ar069,36.22,-92.28,130,,PIEC,128,Gymnosperm,Needle
ar070,32.55,-93.28,191,,JUVI,292,Gymnosperm,Needle
ar072,35.83,-94,,,QUST,292,Angiosperm,Broad
ar073,34.62,-93.72,223,,JUVI,263,Gymnosperm,Needle
ar074,35.68,-93.3,500,,PIEC,304,Gymnosperm,Needle
ar075,33.2,-91.25,30,,TADI,183,Gymnosperm,Needle
ar076,34.45,-93.5,248,,PIEC,97,Gymnosperm,Needle
ar077,35.05,-93.8833,154,,PIEC,68,Gymnosperm,Needle
ar078,35.0167,-94.05,147,,PIEC,62,Gymnosperm,Needle
ar079,35,-94.05,244,,PIEC,66,Gymnosperm,Needle
ar080,34.7333,-93.45,260,,PIEC,69,Gymnosperm,Needle
ar081,34.6667,-93.4667,218,,PIEC,121,Gymnosperm,Needle
ar082,35,-93.8833,231,,PIEC,85,Gymnosperm,Needle
ar083,34.55,-93.6333,203,,PIEC,100,Gymnosperm,Needle
ar084,35.68642,-93.78509,265,,PIEC,242,Gymnosperm,Needle
ar085,35.87673,-93.40775,600,,PIEC,228,Gymnosperm,Needle
ar086,35.88055,-93.39725,600,,PIEC,167,Gymnosperm,Needle
ar087,35.90808,-93.40578,580,,PIEC,240,Gymnosperm,Needle
ar088,35.84348,-93.39982,570,,PIEC,165,Gymnosperm,Needle
arg145,-24.216667,-65.133333,2004,,ALAC,137,Angiosperm,Broad
arg146,-22.316667,-64.633333,1600,,CEAN,207,Angiosperm,Broad
arg147,-24.75,-64.65,1700,,CEAN,148,Angiosperm,Broad
arg148,-22.316667,-64.683333,2025,,CEAN,243,Angiosperm,Broad
arg149,-27.116667,-65.833333,1650,,CEAN,254,Angiosperm,Broad
arg150,-24.716667,-64.65,935,,JGAU,133,Angiosperm,Broad
arg151,-22.333333,-64.633333,1460,,JGAU,291,Angiosperm,Broad
arg152,-24.75,-64.65,1700,,JGAU,263,Angiosperm,Broad
arg153,-22.316667,-64.666667,1875,,JGAU,181,Angiosperm,Broad
arg154,-24.166667,-65.383333,1660,,JGAU,113,Angiosperm,Broad
arg155,-27.166667,-65.883333,1802,,JGAU,295,Angiosperm,Broad
arg156,-24.216667,-65.133333,1893,,JGAU,121,Angiosperm,Broad
arg157,-24.18333333,-64.53333333,1900,,JGAU,74,Angiosperm,Broad
arg158,-23.58333333,-64.91666667,1840,,JGAU,75,Angiosperm,Broad
arg159,-23.53333333,-65.01666667,1843,,JGAU,77,Angiosperm,Broad
arg160,-23.56666667,-65.98333333,1881,,JGAU,77,Angiosperm,Broad
arg161,-24.28333333,-64.46666667,1295,,JGAU,75,Angiosperm,Broad
arge,-43.18,-71.7,1804,,AUCH,275,Gymnosperm,Needle
arge001,-37.87,-71.02,1545,,ARAR,275,Gymnosperm,Needle
arge002,-37.8,-71.07,1720,,ARAR,275,Gymnosperm,Needle
arge003,-37.82,-70.95,1515,,ARAR,275,Gymnosperm,Needle
arge004,-39.4,-70.8,1380,,ARAR,275,Gymnosperm,Needle
arge005,-38.63,-70.75,1400,,ARAR,275,Gymnosperm,Needle
arge006,-38.1,-70.85,1650,,ARAR,275,Gymnosperm,Needle
arge007,-41.08,-71.15,1020,,AUCH,275,Gymnosperm,Needle
arge008,-40.72,-71.13,880,,AUCH,275,Gymnosperm,Needle
arge009,-42.95,-71.43,820,,AUCH,275,Gymnosperm,Needle
arge010,-41.98,-71.25,710,,AUCH,275,Gymnosperm,Needle
arge011,-38.87,-71.25,1250,,ARAR,275,Gymnosperm,Needle
arge012,-38.88,-71.17,1160,,ARAR,258,Gymnosperm,Needle
arge013,-38.98,-71.05,1110,,ARAR,275,Gymnosperm,Needle
arge014,-38.92,-70.77,1540,,ARAR,275,Gymnosperm,Needle
arge015,-38.88,-70.62,1620,,ARAR,275,Gymnosperm,Needle
arge016,-43.02,-71.57,650,,AUCH,275,Gymnosperm,Needle
arge018,-39.22,-71.17,1330,,ARAR,277,Gymnosperm,Needle
arge019,-39.22,-71.17,1330,,AUCH,277,Gymnosperm,Needle
arge020,-39.6,-71.37,1010,,ARAR,277,Gymnosperm,Needle
arge021,-37.07,-70.6,1400,,AUCH,276,Gymnosperm,Needle
arge022,-54.52,-67.42,200,,NOPU,287,Angiosperm,Broad
arge023,-45.92,-71.75,600,,NOPU,234,Angiosperm,Broad
arge024,-54.83,-64.33,60,,NOBE,287,Angiosperm,Broad
arge025,-32.68,-69.12,2800,,ADUS,155,Angiosperm,Broad
arge026,-54.83,-65.2,35,,NOBE,236,Angiosperm,Broad
arge027,-41.25,-71.75,1100,,NOPU,283,Angiosperm,Broad
arge028,-50.42,-72.75,600,,NOPU,241,Angiosperm,Broad
arge029,-40.33,-71.23,1700,,NOPU,220,Angiosperm,Broad
arge030,-42.15,-71.55,550,,FICU,275,Gymnosperm,Needle
arge031,-54.7,-64.67,20,,NOBE,272,Angiosperm,Broad
arge032,-24.6,-64.58,1700,,CEAN,172,Angiosperm,Broad
arge033,-54.43,-67.92,250,,NOPU,261,Angiosperm,Broad
arge034,-54.05,-68.57,250,,NOPU,263,Angiosperm,Broad
arge035,-27.7,-65.78,900,,JGAU,173,Angiosperm,Broad
arge036,-54.68,-67.83,700,,NOPU,285,Angiosperm,Broad
arge037,-45,-71.5,1000,,NOPU,286,Angiosperm,Broad
arge038,-54.65,-67.87,700,,NOPU,286,Angiosperm,Broad
arge039,-41.17,-71.93,1200,,NOPU,286,Angiosperm,Broad
arge040,-54.92,-67.33,30,,NOBE,286,Angiosperm,Broad
arge041,-27.13,-65.85,1850,,JGAU,200,Angiosperm,Broad
arge042,-27.13,-65.85,1850,,CESP,254,Angiosperm,Broad
arge043,-54.65,-67.87,600,,NOPU,285,Angiosperm,Broad
arge044,-24.6,-64.58,700,,JGAU,133,Angiosperm,Broad
arge045,-25.12,-65.55,1650,,JGAU,154,Angiosperm,Broad
arge046,-54.47,-67.72,200,,NOPU,256,Angiosperm,Broad
arge047,-54.5,-67.08,300,,NOPU,244,Angiosperm,Broad
arge048,-32.72,-69.08,3100,,ADHO,219,Angiosperm,Broad
arge049,-53.2,-72.17,300,,NOPU,289,Angiosperm,Broad
arge050,-40.67,-71.25,1890,,NOPU,287,Angiosperm,Broad
arge051,-54.83,-64.37,20,,NOBE,261,Angiosperm,Broad
arge052,-53.5,-71.17,100,,NOPU,289,Angiosperm,Broad
arge053,-26.08,-65.38,1070,,JGAU,124,Angiosperm,Broad
arge054,-39.08,-71.3,1890,,ARAR,290,Gymnosperm,Needle
arge055,-54.5,-67.8,150,,NOPU,248,Angiosperm,Broad
arge056,-41.67,-71.42,1200,,PLUV,218,Gymnosperm,Needle
arge057,-24.92,-65.42,1900,,CEAN,131,Angiosperm,Broad
arge058,-23.92,-65.32,1850,,JGAU,280,Angiosperm,Broad
arge059,-54.52,-66.17,15,,NOPU,282,Angiosperm,Broad
arge060,-54.9,-66.92,50,,NOBE,287,Angiosperm,Broad
arge061,-54.78,-68.47,50,,NOPU,285,Angiosperm,Broad
arge062,-54.78,-68.18,250,,NOPU,285,Angiosperm,Broad
arge063,-50.37,-72.78,870,,NOPU,279,Angiosperm,Broad
arge064,-24.6,-64.58,900,,JGAU,163,Angiosperm,Broad
arge065,-39.6,-71.43,1350,,ARAR,284,Gymnosperm,Needle
arge066,-54.52,-67.42,250,,NOPU,287,Angiosperm,Broad
arge067,-22.73,-64.53,880,,JGAU,221,Angiosperm,Broad
arge068,-40.7,-71.15,1075,,AUCH,267,Gymnosperm,Needle
arge069,-40.12,-71.43,1060,,AUCH,167,Gymnosperm,Needle
arge070,-40.73,-71.1,1050,,AUCH,290,Gymnosperm,Needle
arge071,-39.93,-71.13,870,,AUCH,290,Gymnosperm,Needle
arge072,-43.18,-71.7,470,,AUCH,293,Gymnosperm,Needle
arge073,-41.03,-70.98,1150,,AUCH,292,Gymnosperm,Needle
arge074,-40.05,-71.28,920,,AUCH,290,Gymnosperm,Needle
arge075,-41.08,-71.15,1020,,AUCH,292,Gymnosperm,Needle
arge076,-40.7,-71.27,1050,,AUCH,292,Gymnosperm,Needle
arge077,-40.65,-71.4,1050,,AUCH,292,Gymnosperm,Needle
arge078,-42.97,-71.22,850,,AUCH,293,Gymnosperm,Needle
arge079,-39.12,-71.12,1150,,AUCH,290,Gymnosperm,Needle
arge080,-41.53,-71.48,1160,,AUCH,251,Gymnosperm,Needle
arge081,-41.18,-70.75,1100,,AUCH,259,Gymnosperm,Needle
arge082,-40.07,-71.03,1100,,AUCH,290,Gymnosperm,Needle
