name,latitude,longitude,elevation,elevation2,species,number,TreeCover1,TreeCover200,EPS,samp.depth
lith014,54.82,23.43,60,56,LADE,26,4.75,65.75,0.92971524,20
lith016,53.93,23.72,100,115,LADE,26,62.91666667,69.5,0.941829451,20
lith017,54.68,23.5,60,70,LADE,26,4.75,20.5,0.948334725,22
lith019,54.4,22.98,130,233,LADE,26,12,75.5,0.95157891,24
lith020,54.57,23.87,90,89,LADE,26,3.75,66.75,0.946218224,24
lith021,54.4,23.45,140,119,LADE,26,6.375,65.625,0.939121345,25
lith023,55.1,24.48,40,74,LADE,26,5.25,62.5,0.962047885,20
mar026,35.9,-5.47,900,160,PIPI,24,4.333333333,32.25,0.93618177,39
mar027,35.03,-4.98,1800,1787,CDAT,24,16,51.5,0.966270929,40
mar028,32.38,-5,2543,2711,CDAT,31,0.5,0.5,0.984210272,56
mar029,33.24,-5.23,1986,2031,CDAT,31,2,6,0.958888331,43
mar030,34.96,-4.66,1655,1581,CDAT,31,1.25,21.5,0.951647632,34
mar031,32.45,-5.32,2175,2365,CDAT,24,0,0,0.960290255,22
mar032,34.91,-4.6,1832,1918,CDAT,31,5.75,12.25,0.925621393,36
mar033,33.38,-5.12,1889,1912,CDAT,31,1.5,3.75,0.956279126,44
mar034,33.78,-5.03,1825,1051,CDAT,24,0.25,2.25,0.913285954,30
mar035,32.53,-4.9,2118,2222,CDAT,31,0.5,1,0.976877648,51
mar036,34.91,-4.6,1792,1918,CDAT,31,5.75,12.25,0.963133483,40
mar037,34.02,-2.88,1084,1076,PIHA,33,1,1.5,0.988563771,40
mar038,34.69,-2.64,820,765,PIHA,31,0.75,1.5,0.986169939,33
mar039,35.17,-5.13,1350,1409,PINI,25,0.5,12,0.887214729,28
mar040,33.19,-5.33,1813,1850,CDAT,31,3,6.25,0.95084574,38
mar041,33,-5.24,2060,1951,CDAT,31,1.25,2.5,0.962786777,55
mar042,32.8,-5.23,1824,1842,CDAT,31,0.5,2.25,0.971298985,40
mar043,34.08,-4.18,1875,1769,CDAT,31,4,17.75,0.974282647,68
mar044,32.75,-4.05,1875,1192,CDAT,24,0,0.75,0.961915858,34
mar045,35.27,-5.11,1636,1631,ABMA,32,40,64.25,0.950792519,40
mar046,35.18,-5.2,1775,1322,ABMA,24,33,65.25,0.861346519,37
mar048,32.47,-5.33,2150,2169,CDAT,31,0,2,0.973263194,45
mar049,32.98,-5.07,2203,2203,CDAT,31,2,5.5,0.978829135,76
morc015,35.083,-5.466,900,256,PIPI,24,10.5,34.75,0.93618177,39
morc016,32.4667,-5.0167,1900,2961,CDAT,23,0,0.75,0.96278731,45
morc018,32.9667,-5.0667,2200,2008,CDAT,21,0.25,2.25,0.982935472,92
morc020,33.4,-5.1667,1830,1916,CDAT,21,1.25,4.5,0.948332578,39
morc021,32.5333,-4.9167,2200,2562,CDAT,21,0.5,0.5,0.975785376,28
morc022,32.4167,-5.3333,2100,2030,CDAT,21,0.25,1.5,0.97007438,37
morc023,33.1,-4.9,2180,2143,CDAT,21,0,0.75,0.927529726,29
morc024,35.17,-5.21,1850,1486,PINI,31,14.5,62.5,0.903706218,34
morc025,32.97,-5.07,2200,2087,CDAT,20,2.25,4.25,0.966198241,35
nor031,69.3,25.2,,,PISY,42,10.35,26.50833333,0.948947205,25
norw007,69.42,25.63,350,,PISY,21,9.395833333,34.20833333,0.963159437,37
norw019,68.86,19.59,320,,PISY,33,23.25,50.5,0.971222188,76
norw020,68.86,19.59,320,,PISY,33,23.25,50.5,0.967778804,101
norw021,69.06,19.34,151,,PISY,34,21.25,46,0.933150599,67
norw022,69.06,19.34,151,,PISY,34,21.25,46,0.963306337,70
norw023,69.36,18.73,90,,PISY,34,47.375,58.375,0.958594202,63
norw024,69.36,18.73,90,,PISY,34,47.375,58.375,0.963337612,65
norw025,68.57,16.06,345,,PISY,33,0,4.25,0.949800733,79
norw026,68.57,16.06,345,,PISY,33,0,4.25,0.938214534,65
norw027,69.35,20.32,72,,PISY,33,33.625,65,0.954379522,96
norw028,69.35,20.32,72,,PISY,33,33.625,65,0.974977575,104
norw029,69.92,23.11,73,,PISY,35,22.66666667,34.33333333,0.9652591,70
norw030,69.92,23.11,73,,PISY,35,22.66666667,34.33333333,0.980285961,91
pola022,49.5833,19.05,1300,620,PCAB,24,49.75,72.75,0.972360243,41
pola023,49.2833,19.0833,1000,761,PCAB,24,55.125,76.5,0.94995147,50
pola024,49.2833,19.0833,1000,761,ABAL,24,55.125,76.5,0.950134629,42
pola025,49.25,20.0333,1420,1575,PCAB,24,68.33333333,76,0.932099945,36
pola026,49.2333,20.0833,1300,1204,PCAB,24,66.75,74.25,0.899469374,38
pola027,49.25,20.0333,1480,1575,PCAB,24,68.33333333,76,0.957813416,54
pola028,49.25,20.0667,1350,1551,PCAB,24,48.5,76,0.860314977,24
pola029,49.55,20.1333,1100,1121,PCAB,23,63.91666667,77.5,0.947465879,21
pola030,49.5167,19.0333,1300,560,PCAB,24,10,70.5,0.966637871,57
pola032,49.2333,20.0833,1210,1204,PCAB,20,66.75,74.25,0.960571428,81
pola037,49.25,20.0167,1500,1384,PCAB,24,70.125,75.125,0.971533234,78
pola038,50.12,20.38,190,181,PISY,23,6,59.75,0.895341312,20
roma008,46.95,25.95,1790,1769,PCAB,24,70.5,75.5,0.968234172,80
roma009,45.6167,24.0667,1500,845,PCAB,24,71.75,77.5,0.924167827,73
roma010,45.35,22.7667,1640,1534,PCAB,24,69.33333333,77.375,0.963321695,52
roma011,47.87,26.34,,333,FASY,33,44.5,75.75,0.981811962,60
roma012,47.7,23.6,,716,FASY,33,64,79.75,0.935306292,29
rus315,57.2524,39.1637,138,138,PISY,33,63.75,74.5,0.929721295,25
rus316,43.298383,41.57085,1889,1871,PCAB,31,53.25,74,0.895753543,43
rus317,64.05,40.4,,,MIXD,40,52.58333333,73.33333333,0.951469656,47
rus318,65.18,35.97,10,,PISY,30,38.33333333,69.5,0.914416186,24
rus319,65.15,35.8,10,,PISY,31,28.875,69.5,0.920797503,23
rus320,65.09063,35.66825,20,,PCAB,36,0,73.25,0.954962912,36
rus321,65.03915,35.64086,9,,PCAB,36,22.25,68.5,0.921685064,29
rus322,65.03915,35.64086,9,,PISY,36,22.25,68.5,0.936469476,41
rus323,43.404317,41.310967,1714,1854,PCAB,31,58.25,73.25,0.875057041,23
rus325,43.718631,40.205083,1806,1804,FAOR,31,72.5,79.75,0.918178192,20
rus326,42.8548,43.708,2015,2036,PISY,34,45,69.75,0.929414718,34
rus328,50.7299,46.6695,60,66,QURO,28,2.5,5,0.91485628,29
rus330,53.9633,35.8131,166,163,PCAB,34,24.25,72.08333333,0.906643605,25
rus332,64.694833,43.188444,29,,LASI,32,65,82.75,0.901876255,31
rus333,58.8661,44.2336,141,140,PISY,32,65.08333333,71.75,0.8656999,21
rus334,54.529614,36.200908,183,178,PISY,33,59.5,75.25,0.88728402,33
rus336,43.43025,41.70855,2285,2384,PISY,29,25,68.5,0.927964457,63
rus338,58.982,44.379,200,200,PCAB,29,61.16666667,67.5,0.879075707,21
rus340,60.16,38.84,138,,PISY,29,59,70.5,0.941629967,26
rus341,58.1505,44.4952,100,103,QURO,32,63,74.25,0.910556687,28
rus342,42.8944,43.590667,2356,2330,PISY,28,42.75,72.5,0.858160331,25
rus344,57.345825,36.618622,155,155,PISY,34,62.625,71,0.917684455,22
rus345,56.458,32.958888,244,243,PCAB,34,63.75,73.25,0.94762897,37
rus346,55.2372,40.0368,125,128,PISY,34,58.75,73,0.90450945,30
rus347,55.733765,36.840801,167,170,PISY,34,12.25,70.75,0.919972148,31
rus348,55.696133,36.727998,199,202,PCAB,33,57.5,72.25,0.95544787,34
rus349,54.9123,37.6564,181,182,PISY,34,62,71.75,0.934107476,33
rus351,54.049325,35.830665,154,155,PISY,30,25.45833333,68.25,0.935665187,20
rus355,57.0491,32.733,224,225,PISY,30,11,75.5,0.880302853,20
rus357,65.07,35.825,,,MIXD,27,25.25,67.66666667,0.903521033,34
rus358,55.3,49.26,66,67,PISY,34,59.33333333,66.5,0.937431946,28
rus359,55.3,49.26,75,67,PISY,34,59.33333333,66.5,0.936506333,30
rus360,51.201134,40.19928,94,100,PISY,34,24,72.25,0.948487792,33
rus361,53.03,52.11,83,110,PISY,34,56.66666667,70,0.90410472,22
rus362,52.95386,52.05854,79,80,PISY,35,40.33333333,67.66666667,0.972616703,41
rus363,53.406382,49.973071,162,204,PISY,35,45,70.25,0.981370416,42
rus364,53.44,49.78,342,212,PISY,34,54.33333333,71,0.959419145,36
rus365,54.426754,52.757354,240,248,PISY,34,43.625,66.83333333,0.959174994,29
rus366,53.32105,46.89051,257,259,PISY,34,20.5,73,0.945299247,33
rus367,53.36332,46.89575,292,305,PISY,34,59.5,69.75,0.933745936,30
rus368,52.46,39.69,136,134,QURO,34,58,66.75,0.913210357,24
rus369,52.36,42.6,128,133,PISY,35,41,68,0.945193126,27
rus370,54.9,47.51,200,201,PISY,37,55.375,68,0.966049919,45
rus371,55.04159,46.59458,87,91,PISY,35,59.75,69,0.948710483,43
rus372,52.5,48.04,270,245,PISY,35,53,62.91666667,0.940835618,35
rus373,52.58,48,256,169,PISY,35,2.166666667,7.333333333,0.972114859,41
rus374,55.90901,48.73328,86,85,PISY,36,65.75,70.25,0.933246316,27
rus375,55.90783,48.73229,79,75,PISY,36,8.5,70,0.944909192,27
rus376,43.260768,42.518934,2470,2295,PISY,29,6,66.5,0.863245367,24
rus377,53.9781,37.1162,180,230,QURO,34,58.66666667,72.25,0.960765457,32
rus378,50.604055,35.981444,165,166,QURO,34,39,69,0.96183636,27
rus379,50.616417,35.938639,148,149,PISY,34,43,68.5,0.935883594,33
rus382,53.98837,37.25537,175,176,QURO,34,39,59,0.917101913,27
rus383,56.54353,44.79688,108,101,PISY,34,44.5,68.75,0.93849741,33
rus384,56.54353,44.79688,108,101,PISY,34,44.5,68.75,0.895272207,21
rus385,56.049361,48.461694,87,86,PISY,34,60.33333333,65.5,0.928857795,42
rus386,54.770816,43.404883,180,180,PISY,34,65.625,74.25,0.933953646,38
russ181,64.95,30.2,,,PISY,21,41.45833333,68.75,0.905490302,32
russ182,68.65,31.67,,,PISY,21,5.854166667,60.58333333,0.950862147,24
russ269,56.471,32.957,245,252,PCAB,28,69.75,75.75,0.97016253,91
russ270,56.471,32.957,245,252,PISY,28,69.75,75.75,0.891912181,29
russ271,61.993,34.131,160,,PCAB,28,0,70,0.957235823,30
russ272,61.993,34.131,160,,PISY,28,0,70,0.93177343,20
russ273,58.642,49.294,160,110,PCOB,29,55,71.25,0.946776756,77
russ274,58.642,49.294,160,110,PISY,29,55,71.25,0.936390765,47
russ275,58.896,44.079,150,155,PCAB,29,60,72,0.916214058,25
russ276,58.896,44.079,150,155,PISY,29,60,72,0.923660401,36
russ277,54.876,37.619,145,171,PCAB,28,59.33333333,72.75,0.943780285,20
russ278,54.876,37.619,145,171,PISY,28,59.33333333,72.75,0.959765326,81
russ279,64.589,43.176,60,,LASI,29,69.25,79.25,0.896855625,21
russ280,64.589,43.176,60,,PCOB,29,69.25,79.25,0.949699295,68
russ281,64.589,43.176,60,,PISY,29,69.25,79.25,0.966848753,69
russ282,53.91,35.825,160,201,QURO,35,65.08333333,77.25,0.978531275,97
russ283,53.91,35.825,160,201,FREX,37,65.08333333,77.25,0.965946457,41
slov004,46.307071,15.509417,130,314,QURO,32,55.875,74.75,0.955388576,34
spai059,39.28,-1.35,705,718,PIPN,21,12.25,20.25,0.960804275,30
spai060,40.3833,-0.6833,1580,1647,PISY,28,29.25,57.25,0.956615854,23
spai061,40.3833,-0.7,1520,1535,PISY,28,18.75,49,0.976358825,52
spai062,40.35,-0.6833,1500,1443,PISY,28,5.75,42.25,0.928091489,31
spai063,40.35,-0.7,1660,1474,PISY,28,6,60.25,0.914876643,29
spai064,42.3167,-0.4,1470,1240,QUFG,27,9,58,0.954302536,20
spai067,41.8167,-0.5,550,572,QUFG,27,16.25,42.75,0.992078135,52
spai068,40.6644,-4.1636,1350,1435,PINI,28,8.25,65.25,0.956319421,39
spai070,42.1,-1.1333,1400,337,PISY,25,0.5,2.75,0.929519286,28
spai071,40.7853,-4.0392,1850,2057,PISY,28,15.5,42,0.904882848,26
spai072,40.7875,-4.0411,1850,1951,PISY,28,36.75,54.75,0.962441843,72
spai073,42.8,-0.7333,1600,1079,PIUN,25,20,64.875,0.924465994,32
spai079,37.23,-2.46,1850,1594,PINI,29,6.75,20.5,0.900323662,22
spai081,37.67,-2.21,1800,1951,PINI,29,3.25,6.25,0.919143833,32
spai082,37.8,-2.95,1816,1788,PINI,22,0.25,9.25,0.953924408,40
spai083,43.07,-5.25,1600,1656,PISY,22,43.25,70.5,0.924305743,28
spai084,42.23,1.7,2100,2025,PIUN,23,32.5,74.25,0.931770046,45
svk001,49.15,20.0667,1450,1754,LADE,24,17.5,77.25,0.976499784,55
svk002,48.9333,19.6,1450,1505,PCAB,24,34.5,75.75,0.947098743,99
svk005,48.8667,19.6,800,664,PCAB,23,7.25,75.25,0.91453604,22
svk006,48.9167,20.2833,800,777,PISY,26,59.5,77.5,0.965397162,81
svk007,48.934338,19.605071,1450,1448,PCAB,39,39.75,74.75,0.946077606,43
svk008,48.9533,20.42888,540,550,PCAB,38,60.33333333,75.75,0.946843316,41
svk009,49.216688,20.162643,1400,1406,PCAB,38,66.5,75.75,0.966553243,58
svk010,48.95328,20.44128,550,575,PISY,39,64.66666667,75.5,0.965484298,58
svk011,49.12258,19.16267,620,641,PISY,39,48.5,76.5,0.949819255,43
svk012,49.234797,20.321719,950,968,PISY,40,35.75,76.25,0.941275367,42
svk013,48.985789,19.222849,1450,1457,PCAB,38,64,72.5,0.968564039,48
svk014,49.149928,20.259371,910,912,PISY,39,44.75,57.75,0.952606854,44
svk015,49.01488,19.157253,1100,1114,PISY,38,69.25,77.5,0.949168678,43
svk016,48.93609,20.3111,910,920,PISY,39,61.75,77,0.94491904,51
swed307,58.95,15.03,130,140,PISY,24,62.25,66.33333333,0.933436206,20
swed311,59.2,18.7,35,30,PCAB,24,58.33333333,73,0.913046162,30
swed312,60.45,14.73,200,,PCAB,25,55.33333333,68.83333333,0.937883429,49
swed313,56.77,16.55,30,16,PISY,26,58.25,75.25,0.93993238,24
swed330,67.9,20.1,430,,PISY,26,16.125,43.875,0.976070445,100
swed331,67.9,20.1,430,,PISY,26,16.125,43.875,0.981421134,82
swed332,68.2,19.8,390,,PISY,26,26.83333333,65.125,0.981291584,94
swed333,68.2,19.8,390,,PISY,26,26.83333333,65.125,0.971619275,76
swed340,66.65,20.11,302,,PISY,33,40.25,68.25,0.945567712,86
swed341,66.65,20.11,302,,PISY,33,40.25,68.25,0.975204897,116
swed342,67.9,20.1,451,,PISY,29,16.125,43.875,0.980034325,68
swed343,67.9,20.1,451,,PISY,29,16.125,43.875,0.970175127,60
swed344,59.44,17.99,20,29,PISY,29,38.75,70.75,0.957814634,67
swed345,59.44,17.99,20,29,PISY,29,38.75,70.75,0.9690975,58
swit188,46.3,7.57,580,545,PISY,27,1,63.5,0.962073187,48
swit189,47.03,9.07,1500,534,PCAB,27,15,75,0.865423063,23
swit209,46.3833,8.1,1450,1252,PISY,25,5.75,54,0.921205742,45
swit219,46.4833,9.8833,1800,2210,PICE,22,10.75,64,0.973266999,148
swit224,46.15,8.9931,570,529,CASA,20,62.66666667,74.75,0.961986839,24
swit226,46.15,8.9931,760,529,PCAB,20,62.66666667,74.75,0.903314015,21
swit228,46.15,8.9931,580,529,PISY,20,62.66666667,74.75,0.962137508,22
swit230,46.35,8.6,900,593,QUPE,22,52.75,70.5,0.961158959,54
swit231,46.3833,8.1,1080,1252,PISY,25,5.75,54,0.982577319,49
swit255,46.3,7.7167,900,790,LADE,25,42.25,71.25,0.972886577,35
swit256,46.3,7.7167,900,790,PCAB,25,42.25,71.25,0.938325329,23
swit258,47.0458,8.7133,1200,1193,PCAB,21,65.25,76.25,0.925596292,30
swit260,46.2,7.7167,1500,2645,LADE,25,3.75,12.75,0.961875617,55
swit272,46.4333,9.7833,2100,1972,LADE,31,56.75,68.75,0.943981419,21
swit279,46.59,7.98,1850,1884,PCAB,31,34,69,0.927277052,27
swit281,46.54,8.83,1920,1788,PICE,32,11.25,67.25,0.877832708,24
swit293,46.4667,7.85,2200,2866,LADE,24,0,14.66666667,0.955319999,29
swit311,46.2,7.15,1500,1689,LADE,25,55,73.75,0.93602274,42
swit312,45.9833,8.8639,630,520,CASA,23,62.25,77,0.942850599,92
swit313,45.9833,8.8639,631,520,CASA,24,62.25,77,0.962333024,130
swit320,46.15,7.2167,860,1088,LADE,25,62,71.75,0.964041438,28
swit321,46.15,7.2167,860,1088,PISY,25,62,71.75,0.946975865,27
swit327,46.3833,8.1,1260,1252,LADE,25,5.75,54,0.97712665,36
swit328,46.3833,8.1,1260,1252,PISY,25,5.75,54,0.961254619,32
swit329,46.2667,7.0333,1440,658,PCAB,25,12.875,75,0.939114171,32
swit330,46.2667,7.0333,1440,658,PISY,25,12.875,75,0.888008652,32
swit331,46.4589,9.1833,1660,1677,LADE,25,53.5,71,0.968384747,20
swit332,46.4589,9.1833,1660,1677,PCAB,25,53.5,71,0.916495575,20
swit335,47.2694,8.5608,580,576,QUPE,26,67,77,0.940087883,28
swit336,46.4667,9.7833,2100,2230,PICE,22,2.5,11.5,0.96251006,156
swit337,46.4833,9.8833,2200,2210,PICE,21,10.75,64,0.977036588,137
swit344,46.185,8.8817,560,555,CASA,26,54,75.25,0.936079501,43
swit345,46.185,8.8817,560,555,FASY,27,54,75.25,0.924081306,36
swit346,46.185,8.8817,560,555,QUPE,26,54,75.25,0.953293021,48
swit347,46.6833,10.3667,2200,2180,PICE,22,59.5,65,0.985373789,162
swit348,46.5,8.7667,1400,1344,PISY,22,25.75,67.5,0.945133812,53
swit368,47.22852,8.92916,472,499,PCAB,36,68.5,75.75,0.921019471,27
swit369,47.28673,8.95479,1106,1123,PCAB,36,66,75.25,0.901978173,24
swit370,47.25386,8.93852,618,636,PCAB,36,62.5,74.5,0.883375733,26
swit371,47.16697,8.72347,829,858,PCAB,36,45.75,72.5,0.936623019,31
swit373,46.92306,9.16675,1180,1193,PCAB,35,55.5,78.25,0.921095192,25
swit375,47.00433,9.10381,1022,1037,PCAB,36,53,70.25,0.934594954,23
swit376,47.0316,9.0611,627,646,PCAB,34,69.25,77,0.941757249,30
swit377,47.06697,8.82121,1000,1006,PCAB,36,69.5,76.25,0.920508652,30
swit378,47.00137,9.09612,845,878,PCAB,36,61,75,0.957045871,30
swit379,46.93025,9.21343,1723,1733,PCAB,35,68,73.75,0.926516322,32
swit380,47.2525,9.04131,856,874,PCAB,36,70.25,75.75,0.894088892,30
swit381,47.24067,8.56923,646,669,PCAB,34,69.5,76,0.940719592,30
swit382,46.89649,8.9425,1707,1718,PCAB,35,44,71.75,0.934166759,29
swit383,47.2699,8.524,861,875,PCAB,37,66.5,75.75,0.934344634,60
swit388,46.765405,9.435872,820,806,PISY,29,21.75,66.25,0.924186516,25
swit408,46.555732,9.607258,1750,1777,PCAB,36,66,77,0.945387012,71
swit410,46.770948,9.877178,1830,1815,PCAB,36,64.75,70.5,0.952586143,67
swit412,46.817786,8.24053,2000,1817,PCAB,29,31.25,69.5,0.961503446,62
syri001,35.6,36.22,1450,1520,CDLI,21,0,18.5,0.879511064,20
syri002,35.57,36.2,1450,1228,ABCI,21,1.5,30.25,0.875507629,32
syri003,35.78,36.02,480,418,PIBR,21,5,48.75,0.857301413,40
tun004,36.19,8.35,793,753,PIHA,32,0,5.75,0.978471652,36
tun005,35.84,9.35,947,920,PIHA,31,0.5,3.5,0.986256048,36
tun006,36.78,8.78,556,508,QUCA,31,11.5,65,0.928272896,33
tun007,37.25,9.92,32,10,PIHA,32,20.25,34.5,0.973195718,40
tun008,36.11,8.5,376,377,PIHA,31,0.75,3.25,0.989734719,56
tun009,36.32,8.44,537,542,PIHA,33,5,56.25,0.946898631,35
tun010,35.64,8.94,1024,956,PIHA,31,1.75,6.75,0.988973311,39
tun011,35.63,8.96,1105,1052,PIHA,32,2.75,5.25,0.984797141,39
tun012,35.58,8.93,1050,1079,PIHA,24,4.5,8.75,0.985748531,38
tuni001,36.4833,8.3,700,700,QUCA,23,2.333333333,54.33333333,0.950849398,30
tuni003,35.85,9.3,800,810,PIHA,23,0,1.25,0.950429634,24
tur056,40.27,42.73,2500,2636,PISY,21,4.75,19.25,0.951171198,68
tur057,40.48,31.6,1390,1312,PINI,29,1,5.25,0.952494858,37
tur058,41,33.85,1850,1528,PINI,29,28,62.25,0.905558849,35
tur059,36.95,34.08,1980,1948,JUEX,21,0,0,0.861245239,20
tur060,40.62,42.5,2400,1995,PINI,21,6.25,55.75,0.909451197,37
tur062,37.25,29.07,1850,1895,CDLI,30,1.5,21.75,0.966974217,43
tur063,37.26,29.04,1500,1483,CDLI,32,28,65.25,0.933028062,32
tur064,37.26,29.04,1510,1483,PINI,31,28,65.25,0.948600201,37
tur065,40.23,39.08,1670,1550,PISY,21,10.25,17,0.92191634,29
tur066,38.53,27.46,1230,1136,PINI,30,22.75,62,0.960400428,43
tur067,40.4,32,1370,1419,PINI,29,52.66666667,68,0.948858315,33
tur068,40.05,26.78,350,393,PINI,30,21.25,52,0.928503338,34
tur069,37.97,36.33,1670,1731,PINI,29,36.875,51.25,0.94828579,44
tur070,40.77,42.38,2340,2243,PISY,33,43.25,58.25,0.969895093,77
tur072,37.78,28.95,1400,1259,PINI,31,34.5,68.75,0.926775369,38
tur073,37.08,30.52,1050,1086,JUEX,20,20.5,32.5,0.924378248,28
tur074,41.05,32.33,1220,1181,PINI,29,68,76.5,0.947516546,40
tur075,37.67,29.26,1660,1519,PINI,30,48.5,70,0.938937181,47
tur076,40.35,42.55,2400,2401,PISY,21,2,4.5,0.859646457,32
tur077,37.11,28.85,1800,1679,PINI,30,21.75,46.75,0.910568234,41
tur078,37.37,34.58,2030,2309,PINI,31,0,0,0.892847549,33
tur079,39.6,26.28,510,475,PINI,30,1.75,33.25,0.955109073,42
tur080,39.95,31.1,1540,1354,PINI,29,28.25,53.625,0.949187323,37
tur081,38,36.35,1890,1813,PINI,29,5.583333333,17.75,0.925865823,38
tur082,39.41,27.18,1220,1034,PINI,30,2.25,68.25,0.969669938,40
tur083,36.65,32.2,1640,1338,PINI,20,54.75,66.75,0.893447985,25
tur084,41.02,33.87,1470,1578,PINI,29,29.66666667,59.5,0.953153789,37
tur085,37.31,28.47,1370,1413,PINI,30,1.25,19.75,0.953962124,48
tur086,41.35,33.27,1360,1244,PINI,29,38.25,75,0.949796268,38
tur087,40.3,39.27,2160,2029,PISY,21,37,61.5,0.936553743,28
tur088,37.26,29.03,1410,1445,PINI,30,16.25,33.25,0.943989038,35
tur089,39.41,27.18,830,1034,PINI,30,2.25,68.25,0.931006619,40
tur090,40.82,42.43,2240,2349,PISY,34,6,26.75,0.966270556,60
turk001,39.93,31.38,1200,1221,PINI,21,4.666666667,34.25,0.85503241,21
turk013,37.42,30.28,1601,1418,PINI,21,26.5,63.5,0.919229419,33
turk015,37.4,30.63,1156,1329,PIBR,20,16.25,52.25,0.935560134,32
turk016,36.6,30.02,1853,1939,JUEX,26,0.833333333,54.08333333,0.962042735,64
turk017,36.6,30.02,1853,1939,CDLI,20,0.833333333,54.08333333,0.951539271,36
turk018,37.08,30.52,1047,1086,JUEX,20,20.5,32.5,0.924378248,28
turk019,37.38,30.6,1469,1438,CDLI,20,24.5,57,0.944070693,26
turk020,36.65,32.2,1633,1338,PINI,20,54.75,66.75,0.893447985,25
turk021,36.65,32.18,1723,1716,CDLI,20,4.25,61,0.91423214,26
turk030,39.28,28.93,1600,947,PINI,24,1.75,27,0.976699423,79
turk034,41.5,33,1050,1105,QUSP,21,17.25,57.5,0.934271394,37
turk035,37,34.5,0,1110,JUEX,21,2.5,8.5,0.903541934,35
turk036,37.08,30.52,1047,1086,PIBR,21,20.5,32.5,0.956321513,33
turk037,39.33,29.08,1650,1362,PINI,22,52.75,70.5,0.974296477,38
turk038,39.27,28.85,1650,1419,PINI,22,39.25,66.5,0.922535913,23
turk048,41.3,41.9,1600,1884,ABNO,27,29.75,68.125,0.885523942,29
turk050,39.8833,29.8333,1240,905,PINI,28,52.33333333,66.66666667,0.934053437,22
turk051,37.8167,35.2833,1884,1902,PINI,30,0,33.25,0.942926243,25
turk052,41.1833,34.4667,1522,1320,PINI,23,7.5,55,0.938625156,29
turk054,41.2167,34.7833,1300,1356,PINI,24,27.5,61.5,0.929951301,21
ukr001,48.15,24.5167,1430,1763,PCAB,23,18.25,37.5,0.959386069,79
,,,,,,24138,,,,
