year,mean_r
1969,0.254789
1970,0.271803
1971,0.297773
1972,0.316737
1973,0.298555
1974,0.266772
1975,0.296948
1976,0.309486
1977,0.282466
1978,0.315134
1979,0.341531
1980,0.366777
1981,0.403402
1982,0.413622
1983,0.502796
1984,0.479438
1985,0.455447
1986,0.493746
1987,0.508611
1988,0.526664
1989,0.485090
1990,0.505840
1991,0.502776
1992,0.495424
1993,0.463598
1994,0.476127
1995,0.451387
1996,0.423990
1997,0.434893
1998,0.428213
1999,0.444952
2000,0.443726
2001,0.454097
2002,0.467143
2003,0.458950
2004,0.471946
2005,0.493904
2006,0.509147
2007,0.497370
2008,0.507059
2009,0.509511
2010,0.509098
2011,0.488309
2012,0.438113
2013,0.419136
2014,0.423276
2015,0.412683
2016,0.384015
2017,0.374098
2018,0.366459
2019,0.380653
2020,0.385609
