year,mean_r
1970,0.253212
1971,0.243451
1972,0.236663
1973,0.236887
1974,0.229487
1975,0.244299
1976,0.322632
1977,0.346033
1978,0.418721
1979,0.416185
1980,0.412198
1981,0.391557
1982,0.362071
1983,0.354549
1984,0.341288
1985,0.314335
1986,0.330905
1987,0.351509
1988,0.373099
1989,0.401583
1990,0.394906
1991,0.401883
1992,0.411113
1993,0.430663
1994,0.432950
1995,0.410033
1996,0.376792
1997,0.415776
1998,0.372829
1999,0.376659
2000,0.372084
2001,0.376226
2002,0.383293
2003,0.404342
2004,0.398977
2005,0.404925
2006,0.391490
2007,0.440639
2008,0.412021
2009,0.401690
2010,0.413823
2011,0.378684
2012,0.386831
2013,0.386720
2014,0.377998
2015,0.374923
2016,0.378877
2017,0.325466
2018,0.321207
2019,0.310326
2020,0.314047
