year,mean_r
1969,0.315768
1970,0.306690
1971,0.318747
1972,0.342178
1973,0.291181
1974,0.319308
1975,0.342711
1976,0.346810
1977,0.273159
1978,0.328962
1979,0.348596
1980,0.341591
1981,0.357390
1982,0.379837
1983,0.452147
1984,0.396705
1985,0.360077
1986,0.350478
1987,0.366479
1988,0.387129
1989,0.339059
1990,0.377323
1991,0.381987
1992,0.347900
1993,0.434022
1994,0.455504
1995,0.444626
1996,0.413117
1997,0.541135
1998,0.603541
1999,0.606729
2000,0.607278
2001,0.574921
2002,0.583531
2003,0.568689
2004,0.592647
2005,0.615707
2006,0.604603
2007,0.590282
2008,0.561861
2009,0.572844
2010,0.577627
2011,0.581494
2012,0.583313
2013,0.579191
2014,0.551855
2015,0.539254
2016,0.519313
2017,0.520326
2018,0.483964
2019,0.475221
2020,0.545011
