year,mean_r
1970,0.235173
1971,0.229770
1972,0.267587
1973,0.198832
1974,0.225834
1975,0.240745
1976,0.260225
1977,0.254772
1978,0.237089
1979,0.231512
1980,0.229176
1981,0.190377
1982,0.163378
1983,0.164629
1984,0.293580
1985,0.305162
1986,0.275125
1987,0.286658
1988,0.329884
1989,0.282788
1990,0.219289
1991,0.222603
1992,0.189276
1993,0.278071
1994,0.300452
1995,0.291434
1996,0.277671
1997,0.379965
1998,0.398511
1999,0.437184
2000,0.467664
2001,0.457450
2002,0.479048
2003,0.490670
2004,0.498669
2005,0.518480
2006,0.555015
2007,0.533404
2008,0.524428
2009,0.571927
2010,0.578324
2011,0.580685
2012,0.602066
2013,0.589886
2014,0.578814
2015,0.608960
2016,0.625414
2017,0.580890
2018,0.582299
2019,0.570582
2020,0.554566
