year,mean_r
1970,0.520218
1971,0.496064
1972,0.491637
1973,0.486157
1974,0.521716
1975,0.547845
1976,0.556895
1977,0.558439
1978,0.576727
1979,0.566943
1980,0.578942
1981,0.593020
1982,0.584410
1983,0.586155
1984,0.577945
1985,0.586204
1986,0.598243
1987,0.594969
1988,0.622648
1989,0.617871
1990,0.616884
1991,0.635655
1992,0.635044
1993,0.654680
1994,0.630060
1995,0.626023
1996,0.614123
1997,0.616479
1998,0.607444
1999,0.612272
2000,0.616120
2001,0.610697
2002,0.617909
2003,0.627572
2004,0.640936
2005,0.644203
2006,0.637239
2007,0.656133
2008,0.648477
2009,0.666385
2010,0.661393
2011,0.670201
2012,0.671398
2013,0.649983
2014,0.676914
2015,0.684061
2016,0.697574
2017,0.689589
2018,0.672158
2019,0.652048
2020,0.644696
